sample_index,relative_path,body_name,x_start,x_end,y_start,y_end,z_start,z_end,width_x,width_y,thickness_z,top_depth_index,bottom_depth_index,center_x_index,center_y_index,center_z_index,density_contrast,nonzero_density_cells,gravity_minimum_mgal,gravity_maximum_mgal,gravity_mean_mgal,gravity_std_mgal
621,samples/sample_000621.npz,rectangular_body_000621,13,28,32,48,5,12,15,16,7,5,12,20.5,40.0,8.5,0.6572442424867952,1680,3.418877964247499e-05,0.1791718444768912,0.010925424039874829,0.03389451892103401
912,samples/sample_000912.npz,rectangular_body_000912,2,12,25,30,2,7,10,5,5,2,7,7.0,27.5,4.5,0.8485955710020092,250,2.3701215586615412e-06,0.22718463579244524,0.0022581528424461903,0.015491777884197698
691,samples/sample_000691.npz,rectangular_body_000691,43,59,15,20,7,11,16,5,4,7,11,51.0,17.5,9.0,0.48619529018348673,320,3.131137978470957e-06,0.0631168335042752,0.0015026146650747862,0.006836981279989182
734,samples/sample_000734.npz,rectangular_body_000734,16,29,5,9,6,9,13,4,3,6,9,22.5,7.0,7.5,0.5679926404981004,156,1.3950607970058456e-06,0.05522911213406935,0.0008519749497825991,0.004761968791648193
53,samples/sample_000053.npz,rectangular_body_000053,43,48,20,32,11,15,5,12,4,11,15,45.5,26.0,13.0,0.734401532534041,240,7.946585847238981e-06,0.08137247811654223,0.0017030370119851255,0.00767205696903686
117,samples/sample_000117.npz,rectangular_body_000117,4,8,10,19,3,11,4,9,8,3,11,6.0,14.5,7.0,0.29781135205650977,288,9.97489597212593e-07,0.08653072893827031,0.000833914142528755,0.00569931362322468
173,samples/sample_000173.npz,rectangular_body_000173,24,34,22,28,4,11,10,6,7,4,11,29.0,25.0,7.5,0.8669425777666184,420,1.4178812093595238e-05,0.2214864071300359,0.003662457344760501,0.01979102915229047
93,samples/sample_000093.npz,rectangular_body_000093,50,55,43,51,3,5,5,8,2,3,5,52.5,47.0,4.0,0.7512071158293232,80,5.329737989527534e-07,0.07787554110556369,0.0006476175383063417,0.004834374185964058
94,samples/sample_000094.npz,rectangular_body_000094,16,26,37,45,6,11,10,8,5,6,11,21.0,41.0,8.5,0.22300732516634592,400,2.669570931778244e-06,0.03931366364192865,0.0008812029768290092,0.004203025681220609
420,samples/sample_000420.npz,rectangular_body_000420,22,35,29,45,8,14,13,16,6,8,14,28.5,37.0,11.0,0.3800568563877542,1248,2.9035244819355475e-05,0.08236376030182636,0.004645229525262654,0.014546246823663319
596,samples/sample_000596.npz,rectangular_body_000596,25,36,16,32,15,17,11,16,2,15,17,30.5,24.0,16.0,0.7808468299355138,352,2.28211567749943e-05,0.05073128217027913,0.0026433971754379745,0.008099433595731407
289,samples/sample_000289.npz,rectangular_body_000289,19,34,39,45,11,16,15,6,5,11,16,26.5,42.0,13.5,0.7672946439234274,450,1.8995755783086655e-05,0.11215391414025555,0.0033419790463047154,0.013076393604707569
848,samples/sample_000848.npz,rectangular_body_000848,10,15,2,7,9,17,5,5,8,9,17,12.5,4.5,13.0,0.9327707840459223,200,3.5450794178366775e-06,0.17925120950447432,0.001609827046411927,0.010579579298078148
587,samples/sample_000587.npz,rectangular_body_000587,45,54,51,61,10,12,9,10,2,10,12,49.5,56.0,11.0,0.8015129751857422,180,2.7432275051302897e-06,0.05303105647826939,0.001334758843776609,0.006062747285532332
342,samples/sample_000342.npz,rectangular_body_000342,19,34,22,30,9,12,15,8,3,9,12,26.5,26.0,10.5,0.40850054079312326,360,7.518728835861612e-06,0.041581184057275865,0.0014415869506456604,0.00555680882844507
833,samples/sample_000833.npz,rectangular_body_000833,33,41,33,45,11,13,8,12,2,11,13,37.0,39.0,12.0,0.4683268118301402,192,5.089089926835328e-06,0.03014122049555757,0.0008765563284400394,0.0035705669895166954
687,samples/sample_000687.npz,rectangular_body_000687,4,17,8,20,2,8,13,12,6,2,8,10.5,14.0,5.0,0.5462186085486792,936,4.972917281169615e-06,0.17483279703970828,0.00540000990805377,0.022677625551838543
121,samples/sample_000121.npz,rectangular_body_000121,42,48,52,61,3,6,6,9,3,3,6,45.0,56.5,4.5,0.783173102098575,162,1.1617488270272266e-06,0.11394441139280875,0.0013185995645412117,0.00864754343731632
614,samples/sample_000614.npz,rectangular_body_000614,3,9,36,51,7,13,6,15,6,7,13,6.0,43.5,10.0,0.25979223244406324,540,2.669856504411394e-06,0.05071794487519102,0.0012967128904549405,0.005870582994755575
285,samples/sample_000285.npz,rectangular_body_000285,18,31,25,30,12,17,13,5,5,12,17,24.5,27.5,14.5,0.8400120091096648,325,1.8503722054437704e-05,0.11153069418393137,0.0026393989720494,0.011049153123595952
251,samples/sample_000251.npz,rectangular_body_000251,22,36,43,58,8,13,14,15,5,8,13,29.0,50.5,10.5,0.4771147405213568,1050,1.6761830077244107e-05,0.08703564560636161,0.004832956995272758,0.015500905501053265
830,samples/sample_000830.npz,rectangular_body_000830,40,46,27,36,9,13,6,9,4,9,13,43.0,31.5,11.0,0.471146006787809,216,5.2132327401947135e-06,0.056961711299195944,0.0009943685665768436,0.00500052442408742
982,samples/sample_000982.npz,rectangular_body_000982,40,46,11,25,7,9,6,14,2,7,9,43.0,18.0,8.0,0.37709363389662054,168,1.5056934079487893e-06,0.026179055339594703,0.0006242828725619766,0.002896783272917035
607,samples/sample_000607.npz,rectangular_body_000607,7,19,47,62,8,12,12,15,4,8,12,13.0,54.5,10.0,0.5163489815578075,720,6.525085914997333e-06,0.07496098922759895,0.0034592763400732992,0.012376461044930842
267,samples/sample_000267.npz,rectangular_body_000267,15,25,13,27,7,15,10,14,8,7,15,20.0,20.0,11.0,0.653172022949642,1120,2.4445502967728448e-05,0.18179436010474478,0.007109314918186191,0.02618783432359362
180,samples/sample_000180.npz,rectangular_body_000180,27,34,25,31,7,13,7,6,6,7,13,30.5,28.0,10.0,0.427615128477047,252,6.666263347102699e-06,0.07825700265355728,0.001061402273913546,0.005959212794577427
770,samples/sample_000770.npz,rectangular_body_000770,11,20,30,41,7,15,9,11,8,7,15,15.5,35.5,11.0,0.22518270400792872,792,6.584369533074884e-06,0.06066548074299938,0.0017310290564237151,0.007262006788527044
697,samples/sample_000697.npz,rectangular_body_000697,7,19,25,40,2,4,12,15,2,2,4,13.0,32.5,3.0,0.6349520843526795,360,2.538621090085395e-06,0.0952137398740373,0.002726866810741115,0.011503519216346037
374,samples/sample_000374.npz,rectangular_body_000374,39,54,34,40,10,13,15,6,3,10,13,46.5,37.0,11.5,0.901959485063887,270,9.794711990490113e-06,0.08367140727757336,0.0023603982456556136,0.00972447457442158
12,samples/sample_000012.npz,rectangular_body_000012,14,29,21,30,10,16,15,9,6,10,16,21.5,25.5,13.0,0.8109834552387294,810,3.316005094295091e-05,0.1602550719508925,0.006360751761076931,0.02256738972504576
935,samples/sample_000935.npz,rectangular_body_000935,21,35,36,47,12,14,14,11,2,12,14,28.0,41.5,13.0,0.6464779450368596,308,1.1448042422953411e-05,0.043688415823362144,0.0019314796248175515,0.0065702662939376814
900,samples/sample_000900.npz,rectangular_body_000900,46,57,19,31,14,17,11,12,3,14,17,51.5,25.0,15.5,0.858979847478875,396,1.4063391001051212e-05,0.08171234635362118,0.003198746572568823,0.011288620758825814
131,samples/sample_000131.npz,rectangular_body_000131,14,18,25,34,6,14,4,9,8,6,14,16.0,29.5,10.0,0.21373374187547914,288,2.1687562829235504e-06,0.04815526736567755,0.0006019030506124563,0.00346910888329935
683,samples/sample_000683.npz,rectangular_body_000683,12,19,21,34,7,13,7,13,6,7,13,15.5,27.5,10.0,0.6719691228375764,546,1.1990038390064247e-05,0.13529443174283465,0.003576943668256018,0.015563380612626356
76,samples/sample_000076.npz,rectangular_body_000076,42,51,42,49,13,17,9,7,4,13,17,46.5,45.5,15.0,0.34369209335569,252,3.3770368226276294e-06,0.03843350827043375,0.0008241753446079893,0.003642272378134025
753,samples/sample_000753.npz,rectangular_body_000753,13,19,15,24,3,10,6,9,7,3,10,16.0,19.5,6.5,0.4427226196891796,378,2.8920900301861603e-06,0.12485826792686268,0.0017029807448573943,0.010084342465898143
802,samples/sample_000802.npz,rectangular_body_000802,17,31,17,28,12,20,14,11,8,12,20,24.0,22.5,16.0,0.9508857626515719,1232,7.105836263707774e-05,0.24391302886178626,0.011228819167249427,0.03639870026241367
407,samples/sample_000407.npz,rectangular_body_000407,12,26,31,36,10,12,14,5,2,10,12,19.0,33.5,11.0,0.32256682372431683,140,2.073671414518224e-06,0.0192896635530177,0.00043989919219171556,0.001963834007125682
668,samples/sample_000668.npz,rectangular_body_000668,12,22,20,35,12,17,10,15,5,12,17,17.0,27.5,14.5,0.7135220265984652,750,2.6694176969462304e-05,0.11612143632642678,0.0051280972324073805,0.017214169789193438
386,samples/sample_000386.npz,rectangular_body_000386,14,27,3,19,12,20,13,16,8,12,20,20.5,11.0,16.0,0.8451600176022716,1664,5.040933834571494e-05,0.22581482388392876,0.01291938043146659,0.03932629032141263
797,samples/sample_000797.npz,rectangular_body_000797,37,42,17,31,3,8,5,14,5,3,8,39.5,24.0,5.5,0.25452309713968735,350,2.1123222542989113e-06,0.05500452268366916,0.0009271188774419351,0.004981551990661326
34,samples/sample_000034.npz,rectangular_body_000034,28,36,16,30,9,17,8,14,8,9,17,32.0,23.0,13.0,0.4793614613190729,896,2.9249113112421923e-05,0.12242752366126579,0.004171535541393545,0.01572790826761959
453,samples/sample_000453.npz,rectangular_body_000453,25,39,35,47,11,17,14,12,6,11,17,32.0,41.0,14.0,0.5956389732063034,1008,4.393885355431343e-05,0.1200566348674174,0.0058100889478505295,0.018835444506217842
711,samples/sample_000711.npz,rectangular_body_000711,26,41,31,40,6,8,15,9,2,6,8,33.5,35.5,7.0,0.4169360212155231,270,5.179208007911586e-06,0.03221488945825128,0.0011283504190211266,0.004519176953201878
853,samples/sample_000853.npz,rectangular_body_000853,21,35,50,60,11,17,14,10,6,11,17,28.0,55.0,14.0,0.9158932679154612,840,2.729896564343818e-05,0.1793897073403696,0.0071351820297494515,0.02574427225622895
965,samples/sample_000965.npz,rectangular_body_000965,44,53,41,53,8,11,9,12,3,8,11,48.5,47.0,9.5,0.9380579850317419,324,6.852889875980425e-06,0.09853373976990226,0.0029468115301864266,0.0124194235079619
500,samples/sample_000500.npz,rectangular_body_000500,51,55,25,36,15,22,4,11,7,15,22,53.0,30.5,18.5,0.3681131252764252,308,6.034426336687433e-06,0.05138549104604269,0.0010498901288382085,0.0045087636523814725
56,samples/sample_000056.npz,rectangular_body_000056,13,25,49,53,5,9,12,4,4,5,9,19.0,51.0,7.0,0.486115979181251,192,1.5391218765543542e-06,0.06574112732453154,0.000924387188730536,0.005333609418965825
690,samples/sample_000690.npz,rectangular_body_000690,51,61,5,16,6,14,10,11,8,6,14,56.0,10.5,10.0,0.7741724899248938,880,1.0627526287058023e-05,0.2172992970522068,0.006288874419330134,0.027554775021301804
813,samples/sample_000813.npz,rectangular_body_000813,37,41,12,26,6,9,4,14,3,6,9,39.0,19.0,7.5,0.36301710657315733,168,1.6187301255566463e-06,0.035361814842802375,0.0006056310620730455,0.0031731995680386476
356,samples/sample_000356.npz,rectangular_body_000356,27,39,38,49,5,7,12,11,2,5,7,33.0,43.5,6.0,0.47158621273453494,264,3.503698129335072e-06,0.03894764138130965,0.0012620767441812565,0.005294226621840319
282,samples/sample_000282.npz,rectangular_body_000282,40,49,2,16,6,10,9,14,4,6,10,44.5,9.0,8.0,0.394310436914898,504,3.317846207303997e-06,0.05862257795670327,0.0018986440319537074,0.007983544362776642
854,samples/sample_000854.npz,rectangular_body_000854,40,52,7,22,8,14,12,15,6,8,14,46.0,14.5,11.0,0.8614795680222909,1080,2.4243952824469513e-05,0.184291184464279,0.008926487568663283,0.030282460492478933
371,samples/sample_000371.npz,rectangular_body_000371,5,11,5,21,3,5,6,16,2,3,5,8.0,13.0,4.0,0.3385376605575223,192,4.6568223929455655e-07,0.035945493163898626,0.0006901145195114585,0.003597217097349566
244,samples/sample_000244.npz,rectangular_body_000244,10,16,45,57,11,15,6,12,4,11,15,13.0,51.0,13.0,0.9197806194195024,288,6.587556787094937e-06,0.1072583337520327,0.0024858268125709376,0.011092304004662651
845,samples/sample_000845.npz,rectangular_body_000845,16,28,7,19,11,18,12,12,7,11,18,22.0,13.0,14.5,0.2732774716321024,1008,9.986414811408588e-06,0.0625613885860935,0.0026009473860176117,0.009072370930969888
838,samples/sample_000838.npz,rectangular_body_000838,15,21,22,29,10,12,6,7,2,10,12,18.0,25.5,11.0,0.8393704937790987,84,2.605560961106788e-06,0.04894600544532672,0.000685994419441958,0.0037508682692093216
735,samples/sample_000735.npz,rectangular_body_000735,31,36,13,24,4,8,5,11,4,4,8,33.5,18.5,6.0,0.6874952191887824,220,3.8167054853987405e-06,0.10764778985205134,0.0015398975312637595,0.008941672710436993
811,samples/sample_000811.npz,rectangular_body_000811,4,17,48,58,10,12,13,10,2,10,12,10.5,53.0,11.0,0.984205069931291,260,4.769278285250489e-06,0.0677376415971371,0.002379003252798292,0.009420258041044733
390,samples/sample_000390.npz,rectangular_body_000390,31,45,14,22,5,12,14,8,7,5,12,38.0,18.0,8.5,0.8660556632691239,784,2.0111068047992213e-05,0.22100730842289262,0.006714931514694112,0.02812757572903908
181,samples/sample_000181.npz,rectangular_body_000181,28,39,36,44,7,14,11,8,7,7,14,33.5,40.0,10.5,0.7584924922894787,616,2.542118024885811e-05,0.17731341869914505,0.0045861359973075454,0.02001264033639906
639,samples/sample_000639.npz,rectangular_body_000639,46,53,40,44,15,20,7,4,5,15,20,49.5,42.0,17.5,0.9348656969372713,140,5.9472603130997866e-06,0.08910968689762402,0.0012301332932591557,0.006091948061131094
638,samples/sample_000638.npz,rectangular_body_000638,9,25,50,57,6,8,16,7,2,6,8,17.0,53.5,7.0,0.5295323386960036,224,1.7091641451273105e-06,0.03985584554264497,0.001160613218323196,0.005064377334408036
706,samples/sample_000706.npz,rectangular_body_000706,52,58,45,55,7,9,6,10,2,7,9,55.0,50.0,8.0,0.9388518453644126,120,1.607089844288478e-06,0.0640800702918074,0.0010808349803717167,0.005905123822682106
450,samples/sample_000450.npz,rectangular_body_000450,21,30,41,51,5,10,9,10,5,5,10,25.5,46.0,7.5,0.8452482301553059,450,9.836721297649218e-06,0.15851280450669852,0.0037862737598096776,0.017834125194120694
631,samples/sample_000631.npz,rectangular_body_000631,4,14,3,17,12,15,10,14,3,12,15,9.0,10.0,13.5,0.926431996661732,420,8.230109151819467e-06,0.09154456536750305,0.0034857803335121085,0.013172326944217699
505,samples/sample_000505.npz,rectangular_body_000505,31,36,23,35,16,24,5,12,8,16,24,33.5,29.0,20.0,0.4994810018238613,480,3.0476116970659806e-05,0.08812699631811877,0.0022852246516417395,0.008634919749007132
952,samples/sample_000952.npz,rectangular_body_000952,12,28,3,12,2,8,16,9,6,2,8,20.0,7.5,5.0,0.6474430164850574,864,5.811798594624307e-06,0.2057221867283398,0.005871746414611214,0.025512174131100362
220,samples/sample_000220.npz,rectangular_body_000220,2,17,51,62,12,16,15,11,4,12,16,9.5,56.5,14.0,0.7223231364416982,660,9.891740899384816e-06,0.09659513013034952,0.00412424752674018,0.0150624003302341
440,samples/sample_000440.npz,rectangular_body_000440,15,24,42,54,6,13,9,12,7,6,13,19.5,48.0,9.5,0.4932605548462191,756,9.255559619003402e-06,0.12206057071509128,0.003635005483305917,0.015305851413872279
717,samples/sample_000717.npz,rectangular_body_000717,42,46,26,42,2,7,4,16,5,2,7,44.0,34.0,4.5,0.847234221891185,320,5.5184285013947575e-06,0.22208139973433333,0.0029722231306155457,0.017280792848929305
665,samples/sample_000665.npz,rectangular_body_000665,35,41,2,14,9,17,6,12,8,9,17,38.0,8.0,13.0,0.6992931562554752,576,1.2185635517231751e-05,0.16356716825515538,0.0036911241736292608,0.016901623941227985
35,samples/sample_000035.npz,rectangular_body_000035,38,53,48,61,7,11,15,13,4,7,11,45.5,54.5,9.0,0.7844032018316711,780,1.1321659294900536e-05,0.1173581139935455,0.0058201372255350155,0.020188231996481943
782,samples/sample_000782.npz,rectangular_body_000782,29,45,44,53,13,20,16,9,7,13,20,37.0,48.5,16.5,0.6420899454401168,1008,3.387691015244258e-05,0.13878363188621273,0.006134541763740151,0.020119019622946308
187,samples/sample_000187.npz,rectangular_body_000187,43,48,2,18,15,17,5,16,2,15,17,45.5,10.0,16.0,0.6988979174229939,160,3.64679164929842e-06,0.03584609035956774,0.0010135903487247808,0.0040161344529677226
466,samples/sample_000466.npz,rectangular_body_000466,40,55,26,41,12,16,15,15,4,12,16,47.5,33.5,14.0,0.9248373283387281,900,4.358211278545303e-05,0.12860207351253888,0.007974827065384885,0.023382264171690384
218,samples/sample_000218.npz,rectangular_body_000218,23,33,28,44,3,8,10,16,5,3,8,28.0,36.0,5.5,0.6132115979220445,800,1.5932071520368325e-05,0.14114574801583707,0.0051127989527778375,0.020047463618662296
591,samples/sample_000591.npz,rectangular_body_000591,47,62,24,38,2,9,15,14,7,2,9,54.5,31.0,5.5,0.4387264829201265,1470,1.0527989564719378e-05,0.15825509933880058,0.006713288558709505,0.02440238247816475
495,samples/sample_000495.npz,rectangular_body_000495,6,10,40,53,11,18,4,13,7,11,18,8.0,46.5,14.5,0.7799148127091096,364,7.614626959067252e-06,0.12901994679570628,0.0026008574205578366,0.011965492801023688
333,samples/sample_000333.npz,rectangular_body_000333,5,10,29,34,14,18,5,5,4,14,18,7.5,31.5,16.0,0.338816687776381,100,1.391367845491556e-06,0.02816255876338666,0.00030831448464935235,0.001721072353720804
221,samples/sample_000221.npz,rectangular_body_000221,9,15,35,45,3,5,6,10,2,3,5,12.0,40.0,4.0,0.27558642595623506,120,3.647522719401108e-07,0.029042585206388378,0.00035754550948562634,0.0022605587004526535
192,samples/sample_000192.npz,rectangular_body_000192,37,51,3,12,8,13,14,9,5,8,13,44.0,7.5,10.5,0.9513313457530024,630,1.2434011371900763e-05,0.1644910973134993,0.0055840061687045025,0.02249570148360356
135,samples/sample_000135.npz,rectangular_body_000135,22,27,43,57,7,11,5,14,4,7,11,24.5,50.0,9.0,0.21080970244989958,280,1.5142801098051004e-06,0.027246517437090795,0.0005750833631213328,0.002744477951863334
24,samples/sample_000024.npz,rectangular_body_000024,28,39,8,13,15,17,11,5,2,15,17,33.5,10.5,16.0,0.9409740811696254,110,4.6923582908009055e-06,0.046753932888990664,0.0009663608196317391,0.004265773796397324
704,samples/sample_000704.npz,rectangular_body_000704,52,57,37,42,6,14,5,5,8,6,14,54.5,39.5,10.0,0.4904938753776973,200,2.3283139934795245e-06,0.1099732206129833,0.0009405135438413194,0.006302480143750129
624,samples/sample_000624.npz,rectangular_body_000624,52,60,35,39,13,19,8,4,6,13,19,56.0,37.0,16.0,0.3576136168351773,192,2.5876556877321017e-06,0.044837144622690055,0.0006250762330086907,0.0032418144891011003
682,samples/sample_000682.npz,rectangular_body_000682,52,62,43,54,8,14,10,11,6,8,14,57.0,48.5,11.0,0.4276439818335924,660,5.350151612640483e-06,0.08721072410748508,0.0025800584341158454,0.011079285112920199
43,samples/sample_000043.npz,rectangular_body_000043,29,36,28,43,5,8,7,15,3,5,8,32.5,35.5,6.5,0.9297482914906869,315,1.3140555888330257e-05,0.1087123565916121,0.0029580269332038917,0.013152815838159275
917,samples/sample_000917.npz,rectangular_body_000917,27,38,13,28,15,20,11,15,5,15,20,32.5,20.5,17.5,0.7989226403710872,825,5.265304775804302e-05,0.1257684436746602,0.006285356840173852,0.01935726041789606
398,samples/sample_000398.npz,rectangular_body_000398,55,61,49,62,2,7,6,13,5,2,7,58.0,55.5,4.5,0.7087067228446473,390,1.8401250873447331e-06,0.19295058809368662,0.0028758359670057435,0.01682381786726673
634,samples/sample_000634.npz,rectangular_body_000634,41,54,18,23,5,7,13,5,2,5,7,47.5,20.5,6.0,0.31309163991319516,130,6.892775732573987e-07,0.024017756127421956,0.000410176898234853,0.002219152045039227
818,samples/sample_000818.npz,rectangular_body_000818,17,26,24,39,7,12,9,15,5,7,12,21.5,31.5,9.5,0.60578727663395,675,1.882180233990462e-05,0.1079279019342416,0.004022839849445882,0.015276475225993905
497,samples/sample_000497.npz,rectangular_body_000497,27,40,21,35,8,16,13,14,8,8,16,33.5,28.0,12.0,0.5828963611978588,1456,6.396986384870832e-05,0.16404703305787832,0.008290083086990824,0.026952360601956965
38,samples/sample_000038.npz,rectangular_body_000038,23,35,24,34,8,10,12,10,2,8,10,29.0,29.0,9.0,0.6932820169050666,240,9.250109285301733e-06,0.04969808498926379,0.0016439189361437561,0.006629622858172313
476,samples/sample_000476.npz,rectangular_body_000476,13,23,23,34,7,9,10,11,2,7,9,18.0,28.5,8.0,0.8823248728458906,220,5.886676517626398e-06,0.06489953490388115,0.0019186067507638385,0.008242051112040636
419,samples/sample_000419.npz,rectangular_body_000419,48,56,2,11,10,13,8,9,3,10,13,52.0,6.5,11.5,0.41957986452536505,216,1.6070114323872364e-06,0.03979269065255031,0.0008148828952459999,0.00404347076094781
758,samples/sample_000758.npz,rectangular_body_000758,3,10,11,27,2,6,7,16,4,2,6,6.5,19.0,4.0,0.7515434845464,448,2.693372036502378e-06,0.178633476530835,0.003663428110905001,0.018340801723473948
331,samples/sample_000331.npz,rectangular_body_000331,15,25,53,59,8,12,10,6,4,8,12,20.0,56.0,10.0,0.46847570818187007,240,2.254152490276933e-06,0.059200066521107056,0.00106200669022161,0.005503607355985108
432,samples/sample_000432.npz,rectangular_body_000432,35,43,52,59,4,6,8,7,2,4,6,39.0,55.5,5.0,0.7811988803087455,112,1.0651586142747584e-06,0.06835394134632972,0.0008919084678421026,0.005570884736449382
841,samples/sample_000841.npz,rectangular_body_000841,45,61,9,17,3,7,16,8,4,3,7,53.0,13.0,5.0,0.37520529345546594,512,1.8444251257712795e-06,0.07108600851644355,0.001972359841112196,0.008817499834985582
67,samples/sample_000067.npz,rectangular_body_000067,31,47,36,49,8,16,16,13,8,8,16,39.0,42.5,12.0,0.602553111985221,1664,4.62696187128114e-05,0.17141416570009407,0.009743047400483252,0.03017279762589716
199,samples/sample_000199.npz,rectangular_body_000199,17,29,40,55,5,10,12,15,5,5,10,23.0,47.5,7.5,0.7603318125376113,900,1.558099703039215e-05,0.14931546622238695,0.006786325106851852,0.02431656572384398
755,samples/sample_000755.npz,rectangular_body_000755,24,31,43,49,9,12,7,6,3,9,12,27.5,46.0,10.5,0.7637272287967505,126,3.628806523342785e-06,0.06813216870448749,0.0009388550959772049,0.005210906367679042
940,samples/sample_000940.npz,rectangular_body_000940,32,40,9,15,11,19,8,6,8,11,19,36.0,12.0,15.0,0.80215126990303,384,1.3050741713911849e-05,0.166420375983931,0.002909117456848747,0.013949241387926867
606,samples/sample_000606.npz,rectangular_body_000606,35,43,40,48,4,6,8,8,2,4,6,39.0,44.0,5.0,0.5822437058773803,128,1.4044016749050242e-06,0.051312805183893306,0.0007739853737919092,0.004506995598226097
730,samples/sample_000730.npz,rectangular_body_000730,40,54,38,51,14,16,14,13,2,14,16,47.0,44.5,15.0,0.7111567760805151,364,1.0366219135205338e-05,0.04753101969952857,0.002458546346033611,0.007740509016277359
279,samples/sample_000279.npz,rectangular_body_000279,16,30,17,31,13,15,14,14,2,13,15,23.0,24.0,14.0,0.3474498467529563,392,7.4398357793187e-06,0.023778940532727166,0.0013143571367608834,0.004033380780264174
464,samples/sample_000464.npz,rectangular_body_000464,10,21,5,14,14,19,11,9,5,14,19,15.5,9.5,16.5,0.21133258429818824,495,3.1643703368829706e-06,0.031233394594224816,0.0009510265156311469,0.003726863318027017
2,samples/sample_000002.npz,rectangular_body_000002,50,58,24,40,13,20,8,16,7,13,20,54.0,32.0,16.5,0.5030300855112483,896,2.150093819464296e-05,0.10503548902429483,0.004173469187751197,0.014486180415131214
932,samples/sample_000932.npz,rectangular_body_000932,42,49,27,34,13,21,7,7,8,13,21,45.5,30.5,17.0,0.5222350894513712,392,1.3809632660780046e-05,0.1040519084533178,0.0019529134742149324,0.008739820420281152
196,samples/sample_000196.npz,rectangular_body_000196,18,24,4,15,3,11,6,11,8,3,11,21.0,9.5,7.0,0.6511661819687117,528,5.338807240222741e-06,0.2056852368074119,0.003419317591445987,0.018710090811905875
764,samples/sample_000764.npz,rectangular_body_000764,20,26,46,62,7,15,6,16,8,7,15,23.0,54.0,11.0,0.4760820397306571,768,9.43006949073285e-06,0.12067663249430718,0.003434014307456739,0.014486944964343022
339,samples/sample_000339.npz,rectangular_body_000339,17,21,40,48,8,11,4,8,3,8,11,19.0,44.0,9.5,0.40092542490795086,96,1.068819803861941e-06,0.033747430224040156,0.00037633450217372923,0.002286278629122051
870,samples/sample_000870.npz,rectangular_body_000870,26,40,16,32,15,21,14,16,6,15,21,33.0,24.0,18.0,0.2775814730231587,1344,3.5533898237438754e-05,0.05454536184155594,0.0035643187900292377,0.00975844910335546
560,samples/sample_000560.npz,rectangular_body_000560,28,41,5,16,10,12,13,11,2,10,12,34.5,10.5,11.0,0.26962295720489227,286,2.3969005985725906e-06,0.018803509411787517,0.000734457656363979,0.0027408958518945117
569,samples/sample_000569.npz,rectangular_body_000569,27,34,3,8,4,7,7,5,3,4,7,30.5,5.5,5.5,0.49903094237844475,105,7.071376160802792e-07,0.05989742392203792,0.0005172332405577597,0.0038184507491086962
938,samples/sample_000938.npz,rectangular_body_000938,11,23,8,23,5,11,12,15,6,5,11,17.0,15.5,8.0,0.6060286263389267,1080,1.2626851754740639e-05,0.1407568934338758,0.006426877986308884,0.02296764037589854
372,samples/sample_000372.npz,rectangular_body_000372,36,45,23,34,7,9,9,11,2,7,9,40.5,28.5,8.0,0.8503371364057841,198,6.437000006923964e-06,0.06199516335028475,0.0016707177863383516,0.00743075245920286
698,samples/sample_000698.npz,rectangular_body_000698,17,32,50,62,4,7,15,12,3,4,7,24.5,56.0,5.5,0.5128659833886331,540,3.5980591876939815e-06,0.06803722400161563,0.0027587504989565028,0.01062645888013958
868,samples/sample_000868.npz,rectangular_body_000868,38,54,46,55,5,12,16,9,7,5,12,46.0,50.5,8.5,0.7772955884891037,1008,1.5413023079382602e-05,0.2028765932738087,0.0076536472440295366,0.029451168950438984
115,samples/sample_000115.npz,rectangular_body_000115,45,57,46,60,7,9,12,14,2,7,9,51.0,53.0,8.0,0.735970250652668,336,3.670641455764864e-06,0.055772832057682874,0.002371776994113656,0.008886434390182184
535,samples/sample_000535.npz,rectangular_body_000535,20,24,14,26,5,11,4,12,6,5,11,22.0,20.0,8.0,0.4032354232113307,288,3.055296301908959e-06,0.07725441357304655,0.0011523473312586732,0.006357370890353005
397,samples/sample_000397.npz,rectangular_body_000397,51,56,33,43,13,17,5,10,4,13,17,53.5,38.0,15.0,0.9545901800588512,200,7.232100937298819e-06,0.09692907467594251,0.0017891348448247333,0.00836176625915467
538,samples/sample_000538.npz,rectangular_body_000538,25,30,34,39,8,13,5,5,5,8,13,27.5,36.5,10.5,0.6630566753095939,125,4.620821389518293e-06,0.08946540645028081,0.0008138796655107423,0.005173403763131299
143,samples/sample_000143.npz,rectangular_body_000143,28,40,14,28,15,22,12,14,7,15,22,34.0,21.0,18.5,0.4306877558372265,1176,4.137899980802159e-05,0.09386585218272905,0.0048172027243356145,0.014559917755293408
255,samples/sample_000255.npz,rectangular_body_000255,35,48,3,11,4,6,13,8,2,4,6,41.5,7.0,5.0,0.5203038190406011,208,1.1749215154853573e-06,0.046788108107669556,0.0010914363434336076,0.005353508209902397
874,samples/sample_000874.npz,rectangular_body_000874,27,38,26,42,13,19,11,16,6,13,19,32.5,34.0,16.0,0.4233451623135978,1056,5.111431136302585e-05,0.08254057081232861,0.004311646425048525,0.013179128158640124
617,samples/sample_000617.npz,rectangular_body_000617,35,49,16,30,6,10,14,14,4,6,10,42.0,23.0,8.0,0.46718307355550615,784,1.0885941789472955e-05,0.07195702885222642,0.003628388135700868,0.012355367076879821
