sample_index,sample_id,relative_path,x_start,x_end,y_start,y_end,z_start,z_end,width_x,width_y,thickness_z,top_depth_m,bottom_depth_m,width_x_m,width_y_m,thickness_z_m,center_x_m,center_y_m,center_depth_m,density_contrast,gravity_minimum_mgal,gravity_maximum_mgal,gravity_mean_mgal,gravity_std_mgal
603,sample_000603,samples/sample_000603.npz,23,31,18,29,4,8,8,11,4,40.0,80.0,80.0,110.0,40.0,265.0,230.0,60.0,0.7050412549954324,0.00034105608938261867,0.3001645505428314,0.013667450286448002,0.03572883456945419
604,sample_000604,samples/sample_000604.npz,32,44,26,35,4,12,12,9,8,40.0,120.0,120.0,90.0,80.0,375.0,300.0,80.0,0.7954423058739879,0.0015120082534849644,0.5679556727409363,0.036085207015275955,0.07639789581298828
605,sample_000605,samples/sample_000605.npz,22,38,41,54,7,12,16,13,5,70.0,120.0,160.0,130.0,50.0,295.0,470.0,95.0,0.5062161284209181,0.0009745087590999901,0.25767216086387634,0.025894340127706528,0.04419659823179245
606,sample_000606,samples/sample_000606.npz,34,42,37,45,3,5,8,8,2,30.0,50.0,80.0,80.0,20.0,375.0,405.0,40.0,0.5822437058773803,6.547512020915747e-05,0.16516827046871185,0.004317686427384615,0.015586611814796925
607,sample_000607,samples/sample_000607.npz,11,23,41,56,5,9,12,15,4,50.0,90.0,120.0,150.0,40.0,165.0,480.0,70.0,0.5163489815578075,0.00035350763937458396,0.2787158489227295,0.019251521676778793,0.042418912053108215
608,sample_000608,samples/sample_000608.npz,20,34,41,54,2,7,14,13,5,20.0,70.0,140.0,130.0,50.0,265.0,470.0,45.0,0.6054941159424501,0.00045579252764582634,0.6348505020141602,0.03123108670115471,0.08887027204036713
609,sample_000609,samples/sample_000609.npz,8,17,17,24,6,8,9,7,2,60.0,80.0,90.0,70.0,20.0,120.0,200.0,70.0,0.2647386177022919,3.170686977682635e-05,0.03459751233458519,0.0017255577258765697,0.004247862379997969
610,sample_000610,samples/sample_000610.npz,38,53,36,41,6,14,15,5,8,60.0,140.0,150.0,50.0,80.0,450.0,380.0,100.0,0.35138754619669377,0.00038560840766876936,0.12026194483041763,0.010280321352183819,0.01828761212527752
611,sample_000611,samples/sample_000611.npz,21,35,37,48,7,12,14,11,5,70.0,120.0,140.0,110.0,50.0,275.0,420.0,95.0,0.3918753844894856,0.0006237744819372892,0.16256257891654968,0.015072868205606937,0.026163892820477486
612,sample_000612,samples/sample_000612.npz,31,46,39,52,2,8,15,13,6,20.0,80.0,150.0,130.0,60.0,380.0,450.0,50.0,0.9286193600795973,0.001021526288241148,1.113006353378296,0.06091500073671341,0.16190999746322632
613,sample_000613,samples/sample_000613.npz,27,37,30,37,4,8,10,7,4,40.0,80.0,100.0,70.0,40.0,315.0,330.0,60.0,0.9292675186676127,0.0005384314572438598,0.33962681889533997,0.014413740485906601,0.038394782692193985
614,sample_000614,samples/sample_000614.npz,9,15,33,48,4,10,6,15,6,40.0,100.0,60.0,150.0,60.0,115.0,400.0,70.0,0.25979223244406324,0.0001414192811353132,0.13109508156776428,0.007276364602148533,0.017330989241600037
615,sample_000615,samples/sample_000615.npz,24,33,17,26,2,5,9,9,3,20.0,50.0,90.0,90.0,30.0,280.0,210.0,35.0,0.3374234791244367,6.477051647379994e-05,0.18494084477424622,0.004808821715414524,0.018359554931521416
616,sample_000616,samples/sample_000616.npz,22,38,34,42,4,11,16,8,7,40.0,110.0,160.0,80.0,70.0,295.0,375.0,75.0,0.8355732509900407,0.0015301237581297755,0.5938620567321777,0.039792027324438095,0.08433304727077484
617,sample_000617,samples/sample_000617.npz,33,47,18,32,4,8,14,14,4,40.0,80.0,140.0,140.0,40.0,395.0,245.0,60.0,0.46718307355550615,0.0004849161778111011,0.31246042251586914,0.020128879696130753,0.046642325818538666
618,sample_000618,samples/sample_000618.npz,32,38,32,47,4,11,6,15,7,40.0,110.0,60.0,150.0,70.0,345.0,390.0,75.0,0.9109080603625692,0.0010784745682030916,0.49862709641456604,0.030448205769062042,0.06667210906744003
619,sample_000619,samples/sample_000619.npz,11,15,8,20,4,10,4,12,6,40.0,100.0,40.0,120.0,60.0,125.0,135.0,70.0,0.31911354587067636,7.51330517232418e-05,0.10171275585889816,0.004688594490289688,0.012009584344923496
620,sample_000620,samples/sample_000620.npz,20,36,11,17,7,11,16,6,4,70.0,110.0,160.0,60.0,40.0,275.0,135.0,90.0,0.5263346199807393,0.0003090401296503842,0.1219460591673851,0.009989885613322258,0.01881571114063263
621,sample_000621,samples/sample_000621.npz,16,31,30,46,3,10,15,16,7,30.0,100.0,150.0,160.0,70.0,230.0,375.0,65.0,0.6572442424867952,0.0016055088490247726,0.8062298893928528,0.05989188328385353,0.12986993789672852
622,sample_000622,samples/sample_000622.npz,19,29,33,45,8,13,10,12,5,80.0,130.0,100.0,120.0,50.0,235.0,385.0,105.0,0.7808863344386516,0.001051750616170466,0.23156708478927612,0.02281702309846878,0.03724775090813637
623,sample_000623,samples/sample_000623.npz,38,53,23,29,2,6,15,6,4,20.0,60.0,150.0,60.0,40.0,450.0,255.0,40.0,0.4461172108199186,0.00012266072735656053,0.2790305018424988,0.009254842065274715,0.03104461543262005
624,sample_000624,samples/sample_000624.npz,47,55,34,38,7,13,8,4,6,70.0,130.0,80.0,40.0,60.0,505.0,355.0,100.0,0.3576136168351773,0.00011187372729182243,0.04498748481273651,0.0032804254442453384,0.006227905862033367
625,sample_000625,samples/sample_000625.npz,36,43,9,14,7,15,7,5,8,70.0,150.0,70.0,50.0,80.0,390.0,110.0,110.0,0.473199334512512,0.0002068251633318141,0.07586627453565598,0.0060615260154008865,0.010956194251775742
626,sample_000626,samples/sample_000626.npz,45,51,18,23,4,12,6,5,8,40.0,120.0,60.0,50.0,80.0,475.0,200.0,80.0,0.7925831669946424,0.00022625141718890518,0.21704882383346558,0.009699804708361626,0.02336648851633072
627,sample_000627,samples/sample_000627.npz,21,34,12,26,6,13,13,14,7,60.0,130.0,130.0,140.0,70.0,270.0,185.0,95.0,0.6250443963162207,0.001495745382271707,0.4213469326496124,0.03949028253555298,0.06902498006820679
628,sample_000628,samples/sample_000628.npz,14,19,25,36,2,9,5,11,7,20.0,90.0,50.0,110.0,70.0,160.0,300.0,55.0,0.7641038552117401,0.0003212501178495586,0.4993811845779419,0.016269415616989136,0.050165899097919464
629,sample_000629,samples/sample_000629.npz,20,27,8,21,5,7,7,13,2,50.0,70.0,70.0,130.0,20.0,230.0,140.0,60.0,0.6220451831853288,0.00010627874871715903,0.12619251012802124,0.00610189326107502,0.015840614214539528
630,sample_000630,samples/sample_000630.npz,29,33,15,19,2,9,4,4,7,20.0,90.0,40.0,40.0,70.0,305.0,165.0,55.0,0.3121400030792367,3.924465272575617e-05,0.09572186321020126,0.0019366098567843437,0.006765005644410849
631,sample_000631,samples/sample_000631.npz,10,20,8,22,7,10,10,14,3,70.0,100.0,100.0,140.0,30.0,145.0,145.0,85.0,0.926431996661732,0.0004174830100964755,0.24661438167095184,0.01904662325978279,0.03812362253665924
632,sample_000632,samples/sample_000632.npz,30,41,40,47,4,8,11,7,4,40.0,80.0,110.0,70.0,40.0,350.0,430.0,60.0,0.7501212138578439,0.0002996841794811189,0.2882533669471741,0.012685554102063179,0.033662062138319016
633,sample_000633,samples/sample_000633.npz,45,53,14,29,4,7,8,15,3,40.0,70.0,80.0,150.0,30.0,485.0,210.0,55.0,0.4600789339648607,0.00013755919644609094,0.1851540356874466,0.009057100862264633,0.024083100259304047
634,sample_000634,samples/sample_000634.npz,37,50,20,25,3,5,13,5,2,30.0,50.0,130.0,50.0,20.0,430.0,220.0,40.0,0.31309163991319516,2.9866057957406156e-05,0.07854040712118149,0.0023468974977731705,0.008125456050038338
635,sample_000635,samples/sample_000635.npz,28,39,35,43,4,8,11,8,4,40.0,80.0,110.0,80.0,40.0,330.0,385.0,60.0,0.7244495665995669,0.00041111611062660813,0.30842748284339905,0.014083348214626312,0.03669869154691696
636,sample_000636,samples/sample_000636.npz,12,23,39,44,6,8,11,5,2,60.0,80.0,110.0,50.0,20.0,170.0,410.0,70.0,0.3469654351730709,4.428255124366842e-05,0.03885742649435997,0.002014937112107873,0.0048159947618842125
637,sample_000637,samples/sample_000637.npz,19,24,19,27,3,11,5,8,8,30.0,110.0,50.0,80.0,80.0,210.0,225.0,70.0,0.917835598934656,0.0003872482047881931,0.40679043531417847,0.01567177101969719,0.04132392629981041
638,sample_000638,samples/sample_000638.npz,13,29,45,52,4,6,16,7,2,40.0,60.0,160.0,70.0,20.0,205.0,480.0,50.0,0.5295323386960036,8.988448098534718e-05,0.14400522410869598,0.006585807539522648,0.01842462457716465
639,sample_000639,samples/sample_000639.npz,42,49,38,42,8,13,7,4,5,80.0,130.0,70.0,40.0,50.0,450.0,395.0,105.0,0.9348656969372713,0.00023932343174237758,0.07733580470085144,0.006287325173616409,0.0111181465908885
640,sample_000640,samples/sample_000640.npz,18,30,13,27,3,7,12,14,4,30.0,70.0,120.0,140.0,40.0,235.0,195.0,50.0,0.8922297771099654,0.0005666471552103758,0.657808780670166,0.033655766397714615,0.09043363481760025
641,sample_000641,samples/sample_000641.npz,51,56,20,27,5,11,5,7,6,50.0,110.0,50.0,70.0,60.0,530.0,230.0,80.0,0.2900819621940969,6.659313658019528e-05,0.061351943761110306,0.003040411975234747,0.007206186652183533
642,sample_000642,samples/sample_000642.npz,49,56,28,37,4,9,7,9,5,40.0,90.0,70.0,90.0,50.0,520.0,320.0,65.0,0.9611058655144433,0.0003367992758285254,0.37395426630973816,0.015989257022738457,0.04251763969659805
643,sample_000643,samples/sample_000643.npz,16,24,30,41,3,11,8,11,8,30.0,110.0,80.0,110.0,80.0,195.0,350.0,70.0,0.6011652483150601,0.0006251194863580167,0.4616658687591553,0.022615399211645126,0.05550071597099304
644,sample_000644,samples/sample_000644.npz,18,32,12,17,2,9,14,5,7,20.0,90.0,140.0,50.0,70.0,245.0,140.0,55.0,0.7542157301291621,0.00032901158556342125,0.5384746789932251,0.02028173767030239,0.0598415806889534
645,sample_000645,samples/sample_000645.npz,27,40,29,43,6,11,13,14,5,60.0,110.0,130.0,140.0,50.0,330.0,355.0,85.0,0.31386083374228946,0.0007219268009066582,0.17089273035526276,0.014803377911448479,0.027187643572688103
646,sample_000646,samples/sample_000646.npz,24,38,25,31,3,10,14,6,7,30.0,100.0,140.0,60.0,70.0,305.0,275.0,65.0,0.20228533281732855,0.00023429759312421083,0.13279569149017334,0.006500242277979851,0.016165588051080704
647,sample_000647,samples/sample_000647.npz,20,29,29,40,2,5,9,11,3,20.0,50.0,90.0,110.0,30.0,240.0,340.0,35.0,0.46638670472259736,0.000125338978250511,0.2759954631328583,0.00814052950590849,0.029663540422916412
648,sample_000648,samples/sample_000648.npz,34,41,25,37,5,13,7,12,8,50.0,130.0,70.0,120.0,80.0,370.0,305.0,90.0,0.8083479007884711,0.0013776231789961457,0.3913974165916443,0.027806583791971207,0.0539143942296505
649,sample_000649,samples/sample_000649.npz,22,32,47,55,4,6,10,8,2,40.0,60.0,100.0,80.0,20.0,265.0,505.0,50.0,0.6568491671652941,8.561167487641796e-05,0.16227948665618896,0.005828801076859236,0.01775411143898964
650,sample_000650,samples/sample_000650.npz,36,52,13,25,4,9,16,12,5,40.0,90.0,160.0,120.0,50.0,435.0,185.0,65.0,0.5055519479448038,0.0005141459405422211,0.3860197365283966,0.025935634970664978,0.05847114697098732
651,sample_000651,samples/sample_000651.npz,20,25,38,50,6,8,5,12,2,60.0,80.0,50.0,120.0,20.0,220.0,435.0,70.0,0.7002715627220188,0.00010516961629036814,0.08287477493286133,0.004461156670004129,0.010472427122294903
652,sample_000652,samples/sample_000652.npz,19,23,34,50,4,6,4,16,2,40.0,60.0,40.0,160.0,20.0,205.0,415.0,50.0,0.8141227414707517,9.557317389408126e-05,0.14108657836914062,0.005848018918186426,0.016715357080101967
653,sample_000653,samples/sample_000653.npz,24,36,17,30,2,4,12,13,2,20.0,40.0,120.0,130.0,20.0,295.0,230.0,30.0,0.20871106214101243,4.988544969819486e-05,0.10589437931776047,0.0038711740635335445,0.013527091592550278
654,sample_000654,samples/sample_000654.npz,45,49,35,42,6,13,4,7,7,60.0,130.0,40.0,70.0,70.0,465.0,380.0,95.0,0.9584753659975587,0.0003100331814493984,0.1429050862789154,0.00926896557211876,0.01838574931025505
655,sample_000655,samples/sample_000655.npz,28,37,28,39,4,12,9,11,8,40.0,120.0,90.0,110.0,80.0,320.0,330.0,80.0,0.321017593127058,0.0006791020859964192,0.21696436405181885,0.01338924653828144,0.02857029251754284
656,sample_000656,samples/sample_000656.npz,20,36,25,29,8,15,16,4,7,80.0,150.0,160.0,40.0,70.0,275.0,265.0,115.0,0.2069483026886615,0.00027345793205313385,0.04027675837278366,0.004428910557180643,0.006667409557849169
657,sample_000657,samples/sample_000657.npz,26,42,32,46,3,6,16,14,3,30.0,60.0,160.0,140.0,30.0,335.0,385.0,45.0,0.20415349760142984,0.00016649537428747863,0.1356610804796219,0.007860182784497738,0.020593222230672836
658,sample_000658,samples/sample_000658.npz,8,13,46,53,8,16,5,7,8,80.0,160.0,50.0,70.0,80.0,100.0,490.0,120.0,0.9701657858238921,0.00035298746661283076,0.1301082819700241,0.01153936330229044,0.020288463681936264
659,sample_000659,samples/sample_000659.npz,9,19,45,56,8,10,10,11,2,80.0,100.0,100.0,110.0,20.0,135.0,500.0,90.0,0.9585736500126483,0.00022373635147232562,0.13150611519813538,0.010047792457044125,0.020012032240629196
660,sample_000660,samples/sample_000660.npz,36,44,10,26,3,7,8,16,4,30.0,70.0,80.0,160.0,40.0,395.0,175.0,50.0,0.6302189171032114,0.0002865918504539877,0.38806697726249695,0.01805092580616474,0.050154391676187515
661,sample_000661,samples/sample_000661.npz,13,29,29,40,6,10,16,11,4,60.0,100.0,160.0,110.0,40.0,205.0,340.0,80.0,0.7233990512589537,0.0009235305478796363,0.3241107761859894,0.02647787146270275,0.051097575575113297
662,sample_000662,samples/sample_000662.npz,44,55,10,16,2,7,11,6,5,20.0,70.0,110.0,60.0,50.0,490.0,125.0,45.0,0.24603727046787444,4.35112087870948e-05,0.15895362198352814,0.004506687168031931,0.01575750857591629
663,sample_000663,samples/sample_000663.npz,24,34,25,32,8,11,10,7,3,80.0,110.0,100.0,70.0,30.0,285.0,280.0,95.0,0.5427535896836335,0.00030639750184491277,0.0712086632847786,0.0057599847204983234,0.010367400012910366
664,sample_000664,samples/sample_000664.npz,17,25,33,42,3,11,8,9,8,30.0,110.0,80.0,90.0,80.0,205.0,370.0,70.0,0.8710281464132474,0.0007227041060104966,0.5948367118835449,0.026832109317183495,0.0675228089094162
665,sample_000665,samples/sample_000665.npz,33,39,8,20,5,13,6,12,8,50.0,130.0,60.0,120.0,80.0,355.0,135.0,90.0,0.6992931562554752,0.000614653923548758,0.2978096604347229,0.01992407813668251,0.04051192104816437
666,sample_000666,samples/sample_000666.npz,21,28,43,50,3,10,7,7,7,30.0,100.0,70.0,70.0,70.0,240.0,460.0,65.0,0.8188329405618346,0.0003183942171745002,0.40620648860931396,0.015097038820385933,0.04167821258306503
667,sample_000667,samples/sample_000667.npz,49,55,16,20,6,12,6,4,6,60.0,120.0,60.0,40.0,60.0,515.0,175.0,90.0,0.776299037995793,0.0001251814392162487,0.09400586038827896,0.005388834048062563,0.011683082208037376
668,sample_000668,samples/sample_000668.npz,15,25,21,36,6,11,10,15,5,60.0,110.0,100.0,150.0,50.0,195.0,280.0,85.0,0.7135220265984652,0.0009601054480299354,0.33676832914352417,0.027397574856877327,0.052009765058755875
669,sample_000669,samples/sample_000669.npz,26,34,12,24,2,8,8,12,6,20.0,80.0,80.0,120.0,60.0,295.0,175.0,50.0,0.3501105332433234,0.00020979040709789842,0.3068808615207672,0.01132707018405199,0.03452438861131668
670,sample_000670,samples/sample_000670.npz,25,31,26,37,7,14,6,11,7,70.0,140.0,60.0,110.0,70.0,275.0,310.0,105.0,0.3442004096739167,0.0004986802232451737,0.08882938325405121,0.007833766750991344,0.013197883032262325
671,sample_000671,samples/sample_000671.npz,42,47,45,50,5,10,5,5,5,50.0,100.0,50.0,50.0,50.0,440.0,470.0,75.0,0.9843161406267344,0.00013606746506411582,0.1422116458415985,0.006360690109431744,0.015654878690838814
672,sample_000672,samples/sample_000672.npz,32,41,42,51,6,9,9,9,3,60.0,90.0,90.0,90.0,30.0,360.0,460.0,75.0,0.8588758319039331,0.0002962787984870374,0.18669657409191132,0.010919652879238129,0.024396231397986412
673,sample_000673,samples/sample_000673.npz,23,36,21,28,4,7,13,7,3,40.0,70.0,130.0,70.0,30.0,290.0,240.0,55.0,0.8073328876283863,0.00031130362185649574,0.27710863947868347,0.012318252585828304,0.03337370231747627
674,sample_000674,samples/sample_000674.npz,11,19,12,18,6,13,8,6,7,60.0,130.0,80.0,60.0,70.0,145.0,145.0,95.0,0.9180695118826783,0.00036553724203258753,0.22310185432434082,0.014688156545162201,0.029908277094364166
675,sample_000675,samples/sample_000675.npz,38,46,43,51,2,9,8,8,7,20.0,90.0,80.0,80.0,70.0,415.0,465.0,55.0,0.7579770966827317,0.0003011632652487606,0.5882160663604736,0.018700657412409782,0.05832323804497719
676,sample_000676,samples/sample_000676.npz,23,30,43,47,8,15,7,4,7,80.0,150.0,70.0,40.0,70.0,260.0,445.0,115.0,0.47891897750158297,0.00020264837075956166,0.04841113090515137,0.004407905042171478,0.007220347877591848
677,sample_000677,samples/sample_000677.npz,34,48,12,24,8,10,14,12,2,80.0,100.0,140.0,120.0,20.0,405.0,175.0,90.0,0.23668703147470993,0.00012171536945970729,0.044112857431173325,0.003963087685406208,0.007163646165281534
678,sample_000678,samples/sample_000678.npz,42,52,20,26,7,14,10,6,7,70.0,140.0,100.0,60.0,70.0,465.0,225.0,105.0,0.7736526054432986,0.0005533492658287287,0.18595318496227264,0.01548826415091753,0.02740379050374031
679,sample_000679,samples/sample_000679.npz,17,30,41,52,7,9,13,11,2,70.0,90.0,130.0,110.0,20.0,230.0,460.0,80.0,0.54842092365412,0.00021370516333263367,0.10706883668899536,0.00804650317877531,0.01616726443171501
680,sample_000680,samples/sample_000680.npz,41,51,28,36,5,11,10,8,6,50.0,110.0,100.0,80.0,60.0,455.0,315.0,80.0,0.3065040468621786,0.00025439102319069207,0.12697531282901764,0.0076150172390043736,0.016480838879942894
681,sample_000681,samples/sample_000681.npz,40,55,8,16,2,8,15,8,6,20.0,80.0,150.0,80.0,60.0,470.0,115.0,50.0,0.476006886510213,0.0002093076182063669,0.44891971349716187,0.018719766288995743,0.05576692894101143
682,sample_000682,samples/sample_000682.npz,46,56,39,50,5,11,10,11,6,50.0,110.0,100.0,110.0,60.0,505.0,440.0,80.0,0.4276439818335924,0.0003023790195584297,0.2223280817270279,0.014146802946925163,0.030892200767993927
683,sample_000683,samples/sample_000683.npz,16,23,22,35,4,10,7,13,6,40.0,100.0,70.0,130.0,60.0,190.0,280.0,70.0,0.6719691228375764,0.0005343316588550806,0.3575529456138611,0.019575148820877075,0.04594150558114052
684,sample_000684,samples/sample_000684.npz,44,49,38,48,5,9,5,10,4,50.0,90.0,50.0,100.0,40.0,460.0,425.0,70.0,0.23200087146750842,5.1560600695665926e-05,0.050771187990903854,0.002445876831188798,0.006004479713737965
685,sample_000685,samples/sample_000685.npz,40,53,14,19,8,16,13,5,8,80.0,160.0,130.0,50.0,80.0,460.0,160.0,120.0,0.71913712413714,0.0006150004337541759,0.16151227056980133,0.01670834608376026,0.02670270949602127
686,sample_000686,samples/sample_000686.npz,27,40,30,38,7,9,13,8,2,70.0,90.0,130.0,80.0,20.0,330.0,335.0,80.0,0.5950981252348511,0.0003158437320962548,0.0912601426243782,0.006510306149721146,0.013028822839260101
687,sample_000687,samples/sample_000687.npz,9,22,12,24,2,8,13,12,6,20.0,80.0,130.0,120.0,60.0,150.0,175.0,50.0,0.5462186085486792,0.00035762719926424325,0.602978527545929,0.028263214975595474,0.08038578927516937
688,sample_000688,samples/sample_000688.npz,49,56,30,35,4,9,7,5,5,40.0,90.0,70.0,50.0,50.0,520.0,320.0,65.0,0.7147904412452688,0.0001390589604852721,0.17760822176933289,0.006608117371797562,0.01831750012934208
689,sample_000689,samples/sample_000689.npz,11,16,47,55,8,11,5,8,3,80.0,110.0,50.0,80.0,30.0,130.0,505.0,95.0,0.5230594024161972,6.813274376327172e-05,0.04207267612218857,0.002933808835223317,0.005939790513366461
690,sample_000690,samples/sample_000690.npz,45,55,10,21,3,11,10,11,8,30.0,110.0,100.0,110.0,80.0,495.0,150.0,70.0,0.7741724899248938,0.0005940644186921418,0.6864929795265198,0.035066597163677216,0.08762933313846588
691,sample_000691,samples/sample_000691.npz,38,54,18,23,4,8,16,5,4,40.0,80.0,160.0,50.0,40.0,455.0,200.0,60.0,0.48619529018348673,0.00014972149801906198,0.1679501235485077,0.008429517038166523,0.021534724161028862
692,sample_000692,samples/sample_000692.npz,21,36,43,51,4,7,15,8,3,40.0,70.0,150.0,80.0,30.0,280.0,465.0,55.0,0.443020092264929,0.00016945366223808378,0.17828889191150665,0.008812916465103626,0.023160072043538094
693,sample_000693,samples/sample_000693.npz,10,23,24,37,7,13,13,13,6,70.0,130.0,130.0,130.0,60.0,160.0,300.0,100.0,0.9747211266214688,0.0019396634306758642,0.48915404081344604,0.047961268573999405,0.08134165406227112
694,sample_000694,samples/sample_000694.npz,39,47,15,29,8,10,8,14,2,80.0,100.0,80.0,140.0,20.0,425.0,215.0,90.0,0.8867452844329518,0.0003224592364858836,0.11999031901359558,0.009970122948288918,0.018424363806843758
695,sample_000695,samples/sample_000695.npz,23,34,30,39,8,15,11,9,7,80.0,150.0,110.0,90.0,70.0,280.0,340.0,115.0,0.7077526270231702,0.0015945425257086754,0.22154921293258667,0.023505423218011856,0.035840995609760284
696,sample_000696,samples/sample_000696.npz,43,48,44,55,6,12,5,11,6,60.0,120.0,50.0,110.0,60.0,450.0,490.0,90.0,0.537379033513,0.00021601372282020748,0.1289212554693222,0.008655890822410583,0.017736118286848068
697,sample_000697,samples/sample_000697.npz,12,24,25,40,2,4,12,15,2,20.0,40.0,120.0,150.0,20.0,175.0,320.0,30.0,0.6349520843526795,0.00015028593770693988,0.3330356180667877,0.013530817814171314,0.04546034336090088
698,sample_000698,samples/sample_000698.npz,19,34,44,56,3,6,15,12,3,30.0,60.0,150.0,120.0,30.0,260.0,495.0,45.0,0.5128659833886331,0.0002086350868921727,0.3135271668434143,0.015604732558131218,0.04388744756579399
699,sample_000699,samples/sample_000699.npz,18,34,42,51,3,11,16,9,8,30.0,110.0,160.0,90.0,80.0,255.0,460.0,70.0,0.948907291181345,0.0013948959531262517,0.937488317489624,0.05793808028101921,0.13238027691841125
700,sample_000700,samples/sample_000700.npz,13,27,40,48,8,10,14,8,2,80.0,100.0,140.0,80.0,20.0,195.0,435.0,90.0,0.22939794559676746,7.649399776710197e-05,0.031041083857417107,0.0025612148456275463,0.004774080589413643
701,sample_000701,samples/sample_000701.npz,21,29,44,52,6,9,8,8,3,60.0,90.0,80.0,80.0,30.0,245.0,475.0,75.0,0.44351486133000595,0.000107718697108794,0.08113674819469452,0.004427224863320589,0.010146811604499817
702,sample_000702,samples/sample_000702.npz,37,52,38,49,2,10,15,11,8,20.0,100.0,150.0,110.0,80.0,440.0,430.0,60.0,0.8101595266123609,0.0010734304087236524,1.049823522567749,0.05814247950911522,0.1470225602388382
703,sample_000703,samples/sample_000703.npz,40,53,39,44,3,11,13,5,8,30.0,110.0,130.0,50.0,80.0,460.0,410.0,70.0,0.46856007884381445,0.00028207010473124683,0.2699822187423706,0.012871257960796356,0.032100141048431396
704,sample_000704,samples/sample_000704.npz,47,52,35,40,4,12,5,5,8,40.0,120.0,50.0,50.0,80.0,490.0,370.0,80.0,0.4904938753776973,0.00013009928807150573,0.11447753012180328,0.005016460083425045,0.01213518250733614
705,sample_000705,samples/sample_000705.npz,9,24,14,20,2,4,15,6,2,20.0,40.0,150.0,60.0,20.0,160.0,165.0,30.0,0.38898646084360583,2.9534958230215125e-05,0.1505807787179947,0.0041087171994149685,0.016039643436670303
706,sample_000706,samples/sample_000706.npz,47,53,41,51,4,6,6,10,2,40.0,60.0,60.0,100.0,20.0,495.0,455.0,50.0,0.9388518453644126,7.531719893449917e-05,0.18930257856845856,0.006212434731423855,0.019561754539608955
707,sample_000707,samples/sample_000707.npz,24,34,41,53,6,10,10,12,4,60.0,100.0,100.0,120.0,40.0,285.0,465.0,80.0,0.7195062785151767,0.000535672006662935,0.25542935729026794,0.017787840217351913,0.03662266582250595
708,sample_000708,samples/sample_000708.npz,46,50,15,24,6,13,4,9,7,60.0,130.0,40.0,90.0,70.0,475.0,190.0,95.0,0.7854081604015835,0.00027096280246041715,0.14379757642745972,0.009614961221814156,0.019160840660333633
709,sample_000709,samples/sample_000709.npz,42,54,29,34,8,11,12,5,3,80.0,110.0,120.0,50.0,30.0,475.0,310.0,95.0,0.9478367850790304,0.0003209948481526226,0.10476355999708176,0.008391520008444786,0.015521213412284851
710,sample_000710,samples/sample_000710.npz,21,37,13,25,8,11,16,12,3,80.0,110.0,160.0,120.0,30.0,285.0,185.0,95.0,0.9740196351316368,0.0011010580928996205,0.2765173614025116,0.027827993035316467,0.04695693030953407
711,sample_000711,samples/sample_000711.npz,26,41,30,39,3,5,15,9,2,30.0,50.0,150.0,90.0,20.0,330.0,340.0,40.0,0.4169360212155231,0.00014454791380558163,0.1605217009782791,0.006545754615217447,0.020182672888040543
712,sample_000712,samples/sample_000712.npz,32,39,43,51,3,11,7,8,8,30.0,110.0,70.0,80.0,80.0,350.0,465.0,70.0,0.5373812791912248,0.0003210613795090467,0.3096012771129608,0.012781662866473198,0.03321179375052452
713,sample_000713,samples/sample_000713.npz,29,37,31,43,2,6,8,12,4,20.0,60.0,80.0,120.0,40.0,325.0,365.0,40.0,0.6627547295620151,0.0003018706920556724,0.4636428952217102,0.014793816022574902,0.050276581197977066
714,sample_000714,samples/sample_000714.npz,35,48,17,33,2,10,13,16,8,20.0,100.0,130.0,160.0,80.0,410.0,245.0,60.0,0.3489564831877836,0.0007306766347028315,0.502096951007843,0.03187061473727226,0.07606293261051178
715,sample_000715,samples/sample_000715.npz,17,30,29,40,2,8,13,11,6,20.0,80.0,130.0,110.0,60.0,230.0,340.0,50.0,0.7705257989090761,0.0008231998654082417,0.816638171672821,0.037385135889053345,0.10551247000694275
716,sample_000716,samples/sample_000716.npz,41,51,24,37,8,16,10,13,8,80.0,160.0,100.0,130.0,80.0,455.0,300.0,120.0,0.7618692041070769,0.0019256154773756862,0.32126152515411377,0.036573197692632675,0.05473688244819641
717,sample_000717,samples/sample_000717.npz,39,43,25,41,2,7,4,16,5,20.0,70.0,40.0,160.0,50.0,405.0,325.0,45.0,0.847234221891185,0.0003118016174994409,0.45151761174201965,0.015526805073022842,0.04913197085261345
718,sample_000718,samples/sample_000718.npz,26,35,32,39,3,8,9,7,5,30.0,80.0,90.0,70.0,50.0,300.0,350.0,55.0,0.9392299566771183,0.000495201617013663,0.4679781496524811,0.016587115824222565,0.04873357713222504
719,sample_000719,samples/sample_000719.npz,26,37,35,39,2,5,11,4,3,20.0,50.0,110.0,40.0,30.0,310.0,365.0,35.0,0.991752460632525,0.00013773632235825062,0.3602646291255951,0.0077047874219715595,0.0310660433024168
720,sample_000720,samples/sample_000720.npz,31,45,34,46,7,11,14,12,4,70.0,110.0,140.0,120.0,40.0,375.0,395.0,90.0,0.5598010444066082,0.0007572093163616955,0.211880162358284,0.019097838550806046,0.03399430960416794
721,sample_000721,samples/sample_000721.npz,41,51,43,51,5,10,10,8,5,50.0,100.0,100.0,80.0,50.0,455.0,465.0,75.0,0.6377382717180937,0.000275724392849952,0.23801006376743317,0.013142989948391914,0.0303459744900465
