sample_index,relative_path,body_name,x_start,x_end,y_start,y_end,z_start,z_end,width_x,width_y,thickness_z,top_depth_index,bottom_depth_index,center_x_index,center_y_index,center_z_index,density_contrast,nonzero_density_cells,gravity_minimum_mgal,gravity_maximum_mgal,gravity_mean_mgal,gravity_std_mgal
231,samples/sample_000231.npz,rectangular_body_000231,5,12,5,18,11,19,7,13,8,11,19,8.5,11.5,15.0,0.5114082867809959,728,0.0008365027162754734,0.09822143668550146,0.013461651134338705,0.016737200041538888
232,samples/sample_000232.npz,rectangular_body_000232,50,56,28,44,2,10,6,16,8,2,10,53.0,36.0,6.0,0.8081827678497719,768,0.001041822350800253,0.6545572737535409,0.04059429931997731,0.07051864727184026
233,samples/sample_000233.npz,rectangular_body_000233,37,50,23,34,14,17,13,11,3,14,17,43.5,28.5,15.5,0.3702397478733513,429,0.0008948647237472984,0.036587888195499615,0.008001666955840495,0.006253091760828448
234,samples/sample_000234.npz,rectangular_body_000234,37,48,17,21,15,21,11,4,6,15,21,42.5,19.0,18.0,0.3231823155526301,264,0.00040386693501608345,0.016212618499382058,0.0037554479192390294,0.0029237421652106724
235,samples/sample_000235.npz,rectangular_body_000235,7,19,35,50,6,13,12,15,7,6,13,13.0,42.5,9.5,0.7500763029041742,1260,0.0021713495593206453,0.4636846167382971,0.05327033418212283,0.06884892708932469
236,samples/sample_000236.npz,rectangular_body_000236,3,15,42,51,6,14,12,9,8,6,14,9.0,46.5,10.0,0.9700300027104123,864,0.001573196983109657,0.4449191285825855,0.041331303514335886,0.060759274233768965
237,samples/sample_000237.npz,rectangular_body_000237,18,32,48,58,11,14,14,10,3,11,14,25.0,53.0,12.5,0.24987819290877306,420,0.0003138679365911837,0.03440278607636235,0.005123874562844349,0.005667660748236991
238,samples/sample_000238.npz,rectangular_body_000238,28,44,3,15,10,17,16,12,7,10,17,36.0,9.0,13.5,0.7356040132269086,1344,0.003162704932176274,0.28016621289929367,0.044692893848847545,0.04794381021989761
239,samples/sample_000239.npz,rectangular_body_000239,18,24,41,55,2,5,6,14,3,2,5,21.0,48.0,3.5,0.2558702969888061,252,6.678618323886806e-05,0.11443346585178603,0.0048686017548048065,0.010165836765812153
240,samples/sample_000240.npz,rectangular_body_000240,23,38,24,39,5,11,15,15,6,5,11,30.5,31.5,8.0,0.870335982659969,1350,0.0067309136023681534,0.6554682145835509,0.08137982373942951,0.09234183968346145
241,samples/sample_000241.npz,rectangular_body_000241,28,36,5,17,11,14,8,12,3,11,14,32.0,11.0,12.5,0.26463886110946205,288,0.00027260440344026787,0.0263401939429852,0.0037781272730785876,0.004159602131453523
242,samples/sample_000242.npz,rectangular_body_000242,41,52,14,28,7,12,11,14,5,7,12,46.5,21.0,9.5,0.21822690116421928,770,0.0004444926550377109,0.08393435987264511,0.010031566497822225,0.01215027157061438
243,samples/sample_000243.npz,rectangular_body_000243,38,49,31,44,3,8,11,13,5,3,8,43.5,37.5,5.5,0.560567956533323,715,0.0008755142342948087,0.4052751946654659,0.02936880710718929,0.0458140802041329
244,samples/sample_000244.npz,rectangular_body_000244,10,16,45,57,11,15,6,12,4,11,15,13.0,51.0,13.0,0.9197806194195024,288,0.0006243036683893108,0.08780149249568707,0.011744495449793873,0.014391870935544226
245,samples/sample_000245.npz,rectangular_body_000245,3,15,26,34,3,6,12,8,3,3,6,9.0,30.0,4.5,0.4366408519048685,288,0.00016054100787301186,0.17763291281144278,0.008309322571011158,0.01709617218839366
246,samples/sample_000246.npz,rectangular_body_000246,17,29,44,56,15,19,12,12,4,15,19,23.0,50.0,17.0,0.4741696066458017,576,0.0011042165230263946,0.05376875917126063,0.011724835465179172,0.010019160052025983
247,samples/sample_000247.npz,rectangular_body_000247,18,22,29,41,4,8,4,12,4,4,8,20.0,35.0,6.0,0.9369144971952845,192,0.00044854435235136363,0.20876954862612557,0.012993942925620327,0.020435568814224266
248,samples/sample_000248.npz,rectangular_body_000248,9,13,26,41,9,12,4,15,3,9,12,11.0,33.5,10.5,0.997122192087579,180,0.000528782859936672,0.08133325161393509,0.009682707013644414,0.011900373863210505
249,samples/sample_000249.npz,rectangular_body_000249,24,33,7,23,9,12,9,16,3,9,12,28.5,15.0,10.5,0.24927266510384138,432,0.0003583672797662913,0.04520659435780483,0.00614537111183573,0.006898129668909115
250,samples/sample_000250.npz,rectangular_body_000250,17,22,47,57,4,6,5,10,2,4,6,19.5,52.0,5.0,0.27292052000803413,100,3.207436601744893e-05,0.04154922196507747,0.0018332981732730553,0.0036441656904830076
251,samples/sample_000251.npz,rectangular_body_000251,22,36,43,58,8,13,14,15,5,8,13,29.0,50.5,10.5,0.4771147405213568,1050,0.001591138207806209,0.199993022429453,0.027951620342614163,0.031720823885362515
252,samples/sample_000252.npz,rectangular_body_000252,20,35,31,35,6,8,15,4,2,6,8,27.5,33.0,7.0,0.4152014324367905,120,0.00021511502339574304,0.04074624061279043,0.0035683505393118388,0.004704943113168012
253,samples/sample_000253.npz,rectangular_body_000253,6,19,32,45,11,17,13,13,6,11,17,12.5,38.5,14.0,0.279221561359454,1014,0.0009972701355593448,0.07733633764769612,0.013448727418668963,0.013334957136303853
254,samples/sample_000254.npz,rectangular_body_000254,38,51,54,61,10,17,13,7,7,10,17,44.5,57.5,13.5,0.6441032372161397,637,0.0009727820834869456,0.12911198413726677,0.016617270667019856,0.020546232239872012
255,samples/sample_000255.npz,rectangular_body_000255,35,48,3,11,4,6,13,8,2,4,6,41.5,7.0,5.0,0.5203038190406011,208,0.00011637692802388903,0.12985943829662666,0.006540115233524412,0.013407778601896587
256,samples/sample_000256.npz,rectangular_body_000256,49,53,37,46,11,17,4,9,6,11,17,51.0,41.5,14.0,0.5399672178619397,216,0.00038110856181489876,0.036319855022066916,0.005565802407230215,0.005825113551632337
257,samples/sample_000257.npz,rectangular_body_000257,30,37,19,28,16,24,7,9,8,16,24,33.5,23.5,20.0,0.8275098231699369,504,0.003291288857233422,0.06604703695822099,0.018435484079271473,0.011381016123013779
258,samples/sample_000258.npz,rectangular_body_000258,30,42,32,46,14,19,12,14,5,14,19,36.0,39.0,16.5,0.7515436513309226,840,0.004356563312076156,0.12918843588368345,0.031546095679024375,0.02205694893193673
259,samples/sample_000259.npz,rectangular_body_000259,38,42,42,52,7,10,4,10,3,7,10,40.0,47.0,8.5,0.7174683510709243,120,0.00022160088550747422,0.061408783248518214,0.0054369404042699365,0.007303953854284801
260,samples/sample_000260.npz,rectangular_body_000260,30,41,12,17,8,12,11,5,4,8,12,35.5,14.5,10.0,0.5253266359763402,220,0.00035544541870995974,0.06198949080238715,0.006765332377043997,0.008268310988435227
261,samples/sample_000261.npz,rectangular_body_000261,7,15,17,30,14,19,8,13,5,14,19,11.0,23.5,16.5,0.5767499382975229,520,0.001079367982738027,0.06404751055217206,0.0124962364852385,0.01166105492275862
262,samples/sample_000262.npz,rectangular_body_000262,17,28,55,62,6,9,11,7,3,6,9,22.5,58.5,7.5,0.20567784608756565,231,6.970428428223692e-05,0.03845058371143725,0.0024218133629103768,0.004308730296548151
263,samples/sample_000263.npz,rectangular_body_000263,16,23,11,20,4,7,7,9,3,4,7,19.5,15.5,5.5,0.40722257038956694,189,0.00011071692400372404,0.1030170165434603,0.005298724503913034,0.009551842942247615
264,samples/sample_000264.npz,rectangular_body_000264,22,34,23,37,2,7,12,14,5,2,7,28.0,30.0,4.5,0.5834445476172143,840,0.0014148679958436673,0.5422217835082785,0.03827527657762326,0.06190946757553393
265,samples/sample_000265.npz,rectangular_body_000265,23,36,14,27,3,6,13,13,3,3,6,29.5,20.5,4.5,0.4105888841758047,507,0.0004246155329437742,0.22610514519865912,0.015869189300748147,0.026091150830887536
266,samples/sample_000266.npz,rectangular_body_000266,24,36,51,58,8,13,12,7,5,8,13,30.0,54.5,10.5,0.5332940713888342,420,0.0006145249572117405,0.10718717413586965,0.011675864397545675,0.015084928253160951
267,samples/sample_000267.npz,rectangular_body_000267,15,25,13,27,7,15,10,14,8,7,15,20.0,20.0,11.0,0.653172022949642,1120,0.002306682676533734,0.3118422715206539,0.041909432786155845,0.04636239051225644
268,samples/sample_000268.npz,rectangular_body_000268,5,14,15,30,3,6,9,15,3,3,6,9.5,22.5,4.5,0.7162747009473132,405,0.0003106774148553943,0.3442591005992491,0.019224473938351395,0.03774557610601433
269,samples/sample_000269.npz,rectangular_body_000269,11,20,5,17,8,13,9,12,5,8,13,15.5,11.0,10.5,0.42957357572417765,540,0.0004593026255958427,0.10778798605509439,0.011420439211899808,0.01582769020884532
270,samples/sample_000270.npz,rectangular_body_000270,10,19,40,47,14,19,9,7,5,14,19,14.5,43.5,16.5,0.7094088346244332,315,0.0008312735408501526,0.049803972736546416,0.009739622672414327,0.008883247420905042
271,samples/sample_000271.npz,rectangular_body_000271,33,42,40,55,16,19,9,15,3,16,19,37.5,47.5,17.5,0.7080067931449348,405,0.0014329933367350318,0.05322796966947499,0.01273730110313269,0.009787094960489151
272,samples/sample_000272.npz,rectangular_body_000272,19,28,19,28,7,15,9,9,8,7,15,23.5,23.5,11.0,0.3785920907283837,648,0.0009800253845522948,0.11780187124385798,0.014774353157473821,0.015791483748367426
273,samples/sample_000273.npz,rectangular_body_000273,35,48,15,23,3,5,13,8,2,3,5,41.5,19.0,4.0,0.6010788186192544,208,0.00016980299034039637,0.18617141349212757,0.009517573370716265,0.017920700014114548
274,samples/sample_000274.npz,rectangular_body_000274,24,33,46,52,12,14,9,6,2,12,14,28.5,49.0,13.0,0.8153378546488377,108,0.0003453144522433371,0.029952091701736953,0.004609390741224931,0.004653634879570095
275,samples/sample_000275.npz,rectangular_body_000275,34,41,56,62,9,13,7,6,4,9,13,37.5,59.0,11.0,0.29863442722226186,168,0.00011157083478862006,0.023991759221663335,0.0022147034142452906,0.003131632144137815
276,samples/sample_000276.npz,rectangular_body_000276,31,44,8,21,3,6,13,13,3,3,6,37.5,14.5,4.5,0.48743549353489446,507,0.00035817743776545843,0.2684234152875271,0.017877362471892796,0.03129603800875251
277,samples/sample_000277.npz,rectangular_body_000277,44,50,41,55,9,11,6,14,2,9,11,47.0,48.0,10.0,0.5832442591058662,168,0.0002272323599579045,0.047677924951604556,0.005442360441449804,0.006922329365095305
278,samples/sample_000278.npz,rectangular_body_000278,53,60,12,26,10,13,7,14,3,10,13,56.5,19.0,11.5,0.8294292067444629,294,0.0005145730919302424,0.09482806621831892,0.010927157920398181,0.014567063208257586
279,samples/sample_000279.npz,rectangular_body_000279,16,30,17,31,13,15,14,14,2,13,15,23.0,24.0,14.0,0.3474498467529563,392,0.0006741927862612976,0.035279978798666484,0.007243907938934884,0.006003950771283751
280,samples/sample_000280.npz,rectangular_body_000280,28,42,25,34,12,18,14,9,6,12,18,35.0,29.5,15.0,0.6826717955148642,756,0.004108526460547293,0.12912510405765765,0.027778474615476955,0.020688603026934954
281,samples/sample_000281.npz,rectangular_body_000281,52,62,21,31,7,10,10,10,3,7,10,57.0,26.0,8.5,0.7466618430629406,300,0.00042306677322720215,0.14375922423434453,0.01164167762416981,0.01813933134150484
282,samples/sample_000282.npz,rectangular_body_000282,40,49,2,16,6,10,9,14,4,6,10,44.5,9.0,8.0,0.394310436914898,504,0.000324152931334288,0.13008494369070742,0.010770880511158421,0.01702208904189946
283,samples/sample_000283.npz,rectangular_body_000283,51,55,5,17,11,15,4,12,4,11,15,53.0,11.0,13.0,0.8207551791079548,192,0.00033150331452232683,0.05291457280233571,0.006472162239567951,0.008528320051613424
284,samples/sample_000284.npz,rectangular_body_000284,5,9,49,59,13,17,4,10,4,13,17,7.0,54.0,15.0,0.5221968754297813,160,0.00017332618126226094,0.02216184706593682,0.002809099001520242,0.003668835602332059
285,samples/sample_000285.npz,rectangular_body_000285,18,31,25,30,12,17,13,5,5,12,17,24.5,27.5,14.5,0.8400120091096648,325,0.0016423696845811004,0.0749657411858632,0.014688717927770004,0.011874604089257798
286,samples/sample_000286.npz,rectangular_body_000286,30,43,8,24,6,11,13,16,5,6,11,36.5,16.0,8.5,0.8926958595448438,1040,0.0025986683019049786,0.4882440561133199,0.05799711182133153,0.07167172763492932
287,samples/sample_000287.npz,rectangular_body_000287,10,23,27,41,5,7,13,14,2,5,7,16.5,34.0,6.0,0.5153106510874732,364,0.0004229849599521453,0.150303751257874,0.013099489064458129,0.01926971371060424
288,samples/sample_000288.npz,rectangular_body_000288,2,10,42,46,10,16,8,4,6,10,16,6.0,44.0,13.0,0.9860890784300471,192,0.00043235603252683507,0.06846324550796334,0.007751224011693509,0.010056794034446372
289,samples/sample_000289.npz,rectangular_body_000289,19,34,39,45,11,16,15,6,5,11,16,26.5,42.0,13.5,0.7672946439234274,450,0.0017258852169132234,0.10365627401974638,0.018911242124873023,0.016509769854922814
290,samples/sample_000290.npz,rectangular_body_000290,14,21,8,17,3,11,7,9,8,3,11,17.5,12.5,7.0,0.9668653457100038,504,0.000739405206267529,0.535950442626016,0.02990324664776603,0.052381343517842564
291,samples/sample_000291.npz,rectangular_body_000291,5,13,37,43,6,14,8,6,8,6,14,9.0,40.0,10.0,0.418174515724672,384,0.0003555426031874396,0.09782511178233085,0.008351018757485573,0.01201465355778775
292,samples/sample_000292.npz,rectangular_body_000292,48,57,23,31,15,22,9,8,7,15,22,52.5,27.0,18.5,0.65010567883577,504,0.0014270406705968242,0.0594073077234101,0.013076358171195178,0.010938377564418823
293,samples/sample_000293.npz,rectangular_body_000293,26,39,35,44,14,22,13,9,8,14,22,32.5,39.5,18.0,0.7280742591172003,936,0.005445995030726552,0.126721837093808,0.03249515027823062,0.021454425845527682
294,samples/sample_000294.npz,rectangular_body_000294,14,22,3,19,16,22,8,16,6,16,22,18.0,11.0,19.0,0.5780618309466061,768,0.0015513326898338874,0.07189254409743288,0.01602094239617246,0.014174280821585549
295,samples/sample_000295.npz,rectangular_body_000295,24,35,7,20,13,20,11,13,7,13,20,29.5,13.5,16.5,0.4015858600666298,1001,0.0018568545186213017,0.08537913317754463,0.01793054467351424,0.015301845775237747
296,samples/sample_000296.npz,rectangular_body_000296,38,45,9,19,10,18,7,10,8,10,18,41.5,14.0,14.0,0.7744369785084133,560,0.0014684028064851787,0.13477095901135358,0.021024723530659584,0.021604042359793692
297,samples/sample_000297.npz,rectangular_body_000297,25,41,48,59,12,20,16,11,8,12,20,33.0,53.5,16.0,0.9541568060163397,1408,0.005587551058593649,0.2936654173089426,0.057687224859834366,0.053101861233031226
298,samples/sample_000298.npz,rectangular_body_000298,27,40,15,19,8,14,13,4,6,8,14,33.5,17.0,11.0,0.6681809483288637,312,0.0008135500858285256,0.09464546343348385,0.012152780329859978,0.013304598172834588
299,samples/sample_000299.npz,rectangular_body_000299,38,53,8,17,10,15,15,9,5,10,15,45.5,12.5,12.5,0.37603494605370236,675,0.0006683986276192916,0.08437897449600901,0.012215208645398015,0.014006558881530639
300,samples/sample_000300.npz,rectangular_body_000300,44,59,32,41,8,15,15,9,7,8,15,51.5,36.5,11.5,0.25154805775661143,945,0.0007501188694778137,0.09267787582125653,0.01253794070290257,0.014253851314524578
301,samples/sample_000301.npz,rectangular_body_000301,41,56,23,29,4,12,15,6,8,4,12,48.5,26.0,8.0,0.5745756904286867,720,0.0010183053330180822,0.30405182447384405,0.026300398303067178,0.03679972843900998
302,samples/sample_000302.npz,rectangular_body_000302,20,30,3,8,8,12,10,5,4,8,12,25.0,5.5,10.0,0.7871825875801053,200,0.0003164813719223384,0.0859346796973296,0.00732805201100363,0.01094056288724389
303,samples/sample_000303.npz,rectangular_body_000303,29,33,13,28,3,9,4,15,6,3,9,31.0,20.5,6.0,0.3129223223334009,360,0.0003102074711454632,0.12275364627551981,0.008146072833396197,0.012587113208197703
304,samples/sample_000304.npz,rectangular_body_000304,7,18,35,42,14,16,11,7,2,14,16,12.5,38.5,15.0,0.49187479679751434,154,0.00028137512462463466,0.019416776844124503,0.0034741603086557984,0.0033341362029007922
305,samples/sample_000305.npz,rectangular_body_000305,3,14,14,26,12,19,11,12,7,12,19,8.5,20.0,15.5,0.3224782812991032,924,0.0008591446884781409,0.07139721664809401,0.011848101258675858,0.012609023351565704
306,samples/sample_000306.npz,rectangular_body_000306,52,57,46,53,13,20,5,7,7,13,20,54.5,49.5,16.5,0.3901124657729734,245,0.00025797481497007716,0.022254753523048905,0.003544069143997989,0.003909822779860657
307,samples/sample_000307.npz,rectangular_body_000307,16,26,10,19,9,17,10,9,8,9,17,21.0,14.5,13.0,0.43687966710116016,720,0.0009758133324789416,0.10976909089526599,0.015818029469885947,0.01713713321464296
308,samples/sample_000308.npz,rectangular_body_000308,49,61,13,24,3,7,12,11,4,3,7,55.0,18.5,5.0,0.799933393504016,528,0.00043882853430866377,0.48087209083854315,0.026323252849112785,0.05248428070883861
309,samples/sample_000309.npz,rectangular_body_000309,47,51,3,13,12,16,4,10,4,12,16,49.0,8.0,14.0,0.5309146974500472,160,0.00019444505917614783,0.025584918534454257,0.0033465030488403226,0.004172246759361652
310,samples/sample_000310.npz,rectangular_body_000310,17,22,19,31,10,17,5,12,7,10,17,19.5,25.0,13.5,0.7159255896360319,420,0.0012948355066330628,0.09737347798778995,0.016117823846363656,0.015080496075848665
311,samples/sample_000311.npz,rectangular_body_000311,14,24,6,20,16,24,10,14,8,16,24,19.0,13.0,20.0,0.8180567472456166,1120,0.003618729144563789,0.13794492241672904,0.03357645039293582,0.027347405479007263
312,samples/sample_000312.npz,rectangular_body_000312,5,20,28,38,9,16,15,10,7,9,16,12.5,33.0,12.5,0.5422781904292155,1050,0.002116390978833282,0.19097314730833742,0.029020186187941624,0.03078014253646653
313,samples/sample_000313.npz,rectangular_body_000313,16,31,20,27,14,21,15,7,7,14,21,23.5,23.5,17.5,0.41705467484153724,735,0.0017731161573437116,0.05901586955688756,0.014403703207619373,0.010331286469449825
314,samples/sample_000314.npz,rectangular_body_000314,23,37,30,46,5,7,14,16,2,5,7,30.0,38.0,6.0,0.8053544895882767,448,0.0012407561911611641,0.26026307262006865,0.026561260928702632,0.03518714446508059
315,samples/sample_000315.npz,rectangular_body_000315,26,39,5,11,2,5,13,6,3,2,5,32.5,8.0,3.5,0.5076134627199622,234,0.00012023541819437209,0.22279010138109323,0.008147352321092613,0.01899750199906619
316,samples/sample_000316.npz,rectangular_body_000316,49,54,34,38,3,7,5,4,4,3,7,51.5,36.0,5.0,0.2884622005312868,80,3.4896766732855116e-05,0.047566487248793296,0.001615843314317671,0.003291916010714979
317,samples/sample_000317.npz,rectangular_body_000317,2,10,23,34,6,12,8,11,6,6,12,6.0,28.5,9.0,0.6953848158497049,528,0.0007425199078481414,0.2309866993690168,0.01827267191791072,0.028419691701248417
318,samples/sample_000318.npz,rectangular_body_000318,22,28,5,17,8,11,6,12,3,8,11,25.0,11.0,9.5,0.9985715127112051,216,0.0005080069445793701,0.11976222295181119,0.011910767401047018,0.016130334860131636
319,samples/sample_000319.npz,rectangular_body_000319,53,57,40,46,14,21,4,6,7,14,21,55.0,43.0,17.5,0.514789448191705,168,0.00028453700945990233,0.018065322288000965,0.003290226093805397,0.0032206353538055134
320,samples/sample_000320.npz,rectangular_body_000320,14,19,13,23,7,15,5,10,8,7,15,16.5,18.0,11.0,0.6526229382287294,400,0.0006831707283624778,0.1300299405817171,0.014296225272590234,0.017628763961066492
321,samples/sample_000321.npz,rectangular_body_000321,31,43,43,54,10,18,12,11,8,10,18,37.0,48.5,14.0,0.9891184220909932,1056,0.0042584586410887425,0.3032358577346022,0.05270097789098245,0.04992381542778844
322,samples/sample_000322.npz,rectangular_body_000322,32,44,6,21,3,11,12,15,8,3,11,38.0,13.5,7.0,0.6192611690448377,1440,0.0018117899483669816,0.6554915762160285,0.057304784394984584,0.08550865107271458
323,samples/sample_000323.npz,rectangular_body_000323,34,40,23,36,15,19,6,13,4,15,19,37.0,29.5,17.0,0.8707647868773136,312,0.00216501319479466,0.055243127561184414,0.013535350536382561,0.00916784423137713
324,samples/sample_000324.npz,rectangular_body_000324,11,27,10,25,13,20,16,15,7,13,20,19.0,17.5,16.5,0.506345175809118,1680,0.003370878103900561,0.16784883013217833,0.03762661951518126,0.03188508145578991
325,samples/sample_000325.npz,rectangular_body_000325,24,33,51,55,14,19,9,4,5,14,19,28.5,53.0,16.5,0.31407478056583804,180,0.0002297478147382095,0.01276377943534612,0.0024168904707936455,0.0022271070001241722
326,samples/sample_000326.npz,rectangular_body_000326,45,58,27,31,16,18,13,4,2,16,18,51.5,29.0,17.0,0.9485290495058767,104,0.0004438988530877732,0.020048224311299538,0.004236755854561782,0.003620599071440315
327,samples/sample_000327.npz,rectangular_body_000327,35,49,48,58,10,14,14,10,4,10,14,42.0,53.0,12.0,0.49715056276693464,560,0.0007420854708371201,0.09809250603977251,0.013651142449746929,0.015902317637432117
328,samples/sample_000328.npz,rectangular_body_000328,6,20,48,54,4,12,14,6,8,4,12,13.0,51.0,8.0,0.36427672139458817,672,0.00037440234300742707,0.1857193579886851,0.01361587020515055,0.022463683392366842
329,samples/sample_000329.npz,rectangular_body_000329,18,22,54,59,12,16,4,5,4,12,16,20.0,56.5,14.0,0.7547140503259662,80,0.0001540783148424545,0.019009054415455598,0.0024926673266429814,0.0029831508640333817
330,samples/sample_000330.npz,rectangular_body_000330,27,39,3,13,14,21,12,10,7,14,21,33.0,8.0,17.5,0.305371344946018,840,0.0010379352106567896,0.04975918013422627,0.009853178405016118,0.009023505006136499
331,samples/sample_000331.npz,rectangular_body_000331,15,25,53,59,8,12,10,6,4,8,12,20.0,56.0,10.0,0.46847570818187007,240,0.00021790809188674534,0.06047940679012431,0.005527862012293151,0.008086106361689872
332,samples/sample_000332.npz,rectangular_body_000332,10,14,13,21,7,11,4,8,4,7,11,12.0,17.0,9.0,0.42347174857659864,128,0.00010013756664783782,0.037218150983007674,0.0029911718326228517,0.004508725289747023
333,samples/sample_000333.npz,rectangular_body_000333,5,10,29,34,14,18,5,5,4,14,18,7.5,31.5,16.0,0.338816687776381,100,0.00012645464445517495,0.008229933853886425,0.0013614448046875127,0.001376756107116017
334,samples/sample_000334.npz,rectangular_body_000334,3,15,9,20,10,16,12,11,6,10,16,9.0,14.5,13.0,0.3734141190778164,792,0.0006475541999066965,0.09504028050285185,0.012293074435068605,0.01567086988695617
335,samples/sample_000335.npz,rectangular_body_000335,34,42,31,40,16,20,8,9,4,16,20,38.0,35.5,18.0,0.8195652619424556,288,0.001806513263600723,0.0441193111110897,0.011291298017147778,0.007420877829245359
336,samples/sample_000336.npz,rectangular_body_000336,3,12,6,16,9,15,9,10,6,9,15,7.5,11.0,12.0,0.5634030299431099,540,0.0005409531537171235,0.11855232790528011,0.011947029565471015,0.017701823634825326
337,samples/sample_000337.npz,rectangular_body_000337,37,44,37,46,6,14,7,9,8,6,14,40.5,41.5,10.0,0.8257844806528294,504,0.0014761811822810555,0.24588324879488374,0.025914724439227144,0.03027218898845926
338,samples/sample_000338.npz,rectangular_body_000338,15,21,30,39,11,15,6,9,4,11,15,18.0,34.5,13.0,0.7774267610516181,216,0.0007622551783579527,0.057918458630626515,0.00915174539332857,0.008794526589083468
339,samples/sample_000339.npz,rectangular_body_000339,17,21,40,48,8,11,4,8,3,8,11,19.0,44.0,9.5,0.40092542490795086,96,0.00010281240592929532,0.023678101276106485,0.0023312080640027237,0.002958638515941243
340,samples/sample_000340.npz,rectangular_body_000340,39,55,52,62,12,15,16,10,3,12,15,47.0,57.0,13.5,0.5620909171750054,480,0.0006148778957232326,0.07579980377441013,0.010684688221880359,0.013039780643682415
341,samples/sample_000341.npz,rectangular_body_000341,32,48,37,44,6,10,16,7,4,6,10,40.0,40.5,8.0,0.664745408092194,448,0.0009325445023823425,0.1918796841523965,0.019993897917571883,0.024835108162728842
342,samples/sample_000342.npz,rectangular_body_000342,19,34,22,30,9,12,15,8,3,9,12,26.5,26.0,10.5,0.40850054079312326,360,0.0007035313590098228,0.06389287072049094,0.009171971059439905,0.009218609748028182
343,samples/sample_000343.npz,rectangular_body_000343,51,60,39,53,7,15,9,14,8,7,15,55.5,46.0,11.0,0.7460535669979571,1008,0.0015321084133763103,0.326701103701084,0.03522826395504464,0.04852054675430566
344,samples/sample_000344.npz,rectangular_body_000344,26,30,13,26,5,8,4,13,3,5,8,28.0,19.5,6.5,0.9068952040577587,156,0.0003617677833970665,0.13893650877540778,0.009950842058822084,0.01480249364083107
345,samples/sample_000345.npz,rectangular_body_000345,8,22,9,13,15,21,14,4,6,15,21,15.0,11.0,18.0,0.5097485768641463,336,0.0005270216348294645,0.03169253580798788,0.006201811499477437,0.006071156264508553
346,samples/sample_000346.npz,rectangular_body_000346,37,43,13,22,11,14,6,9,3,11,14,40.0,17.5,12.5,0.3052611858997152,162,0.00018073696757542703,0.018152426551604813,0.002681716477127886,0.002744855366722786
347,samples/sample_000347.npz,rectangular_body_000347,23,31,20,32,12,19,8,12,7,12,19,27.0,26.0,15.5,0.9165663628258727,672,0.004035976375848336,0.15138734794868566,0.032148838316302095,0.024429515563277413
348,samples/sample_000348.npz,rectangular_body_000348,41,51,29,37,5,8,10,8,3,5,8,46.0,33.0,6.5,0.22432557542268167,240,0.00014182772177730746,0.053291981126635316,0.0037609801190139278,0.005672642284878635
349,samples/sample_000349.npz,rectangular_body_000349,49,60,18,29,2,4,11,11,2,2,4,54.5,23.5,3.0,0.5722132920249465,242,0.00010712714494661601,0.24362121068461698,0.009871489803533152,0.022948051649726166
350,samples/sample_000350.npz,rectangular_body_000350,7,11,40,49,9,11,4,9,2,9,11,9.0,44.5,10.0,0.5426040553001996,72,7.718947901203592e-05,0.021449742083738118,0.001969158964710377,0.00284497521481568
351,samples/sample_000351.npz,rectangular_body_000351,36,52,34,39,2,8,16,5,6,2,8,44.0,36.5,5.0,0.5538418402703627,480,0.0005427019398117669,0.3416077865708859,0.019804838907218174,0.03357053759821374
352,samples/sample_000352.npz,rectangular_body_000352,31,40,22,33,7,15,9,11,8,7,15,35.5,27.5,11.0,0.6082255932719172,792,0.0027169775532349134,0.22294537380207732,0.029928160252566262,0.030044502756153918
353,samples/sample_000353.npz,rectangular_body_000353,5,9,51,58,7,9,4,7,2,7,9,7.0,54.5,8.0,0.4920386840399596,56,3.220335183697666e-05,0.023073308597892948,0.0012473983705617651,0.0024901343793294166
354,samples/sample_000354.npz,rectangular_body_000354,25,38,10,21,6,14,13,11,8,6,14,31.5,15.5,10.0,0.3816796227602353,1144,0.0015271263350393584,0.21762493939490263,0.02592543433847079,0.030583409024472454
355,samples/sample_000355.npz,rectangular_body_000355,19,32,28,42,3,5,13,14,2,3,5,25.5,35.0,4.0,0.591368352740427,364,0.00048449060378616843,0.24180124165245054,0.016993962106381957,0.028197319983706087
356,samples/sample_000356.npz,rectangular_body_000356,27,39,38,49,5,7,12,11,2,5,7,33.0,43.5,6.0,0.47158621273453494,264,0.00034258891892962945,0.11465693341599469,0.008999775428652497,0.013231858288774651
357,samples/sample_000357.npz,rectangular_body_000357,43,57,8,14,2,8,14,6,6,2,8,50.0,11.0,5.0,0.6556696365438632,504,0.0003215288422463127,0.4433491249639877,0.020883873985273388,0.04343513772450776
358,samples/sample_000358.npz,rectangular_body_000358,5,14,42,51,4,8,9,9,4,4,8,9.5,46.5,6.0,0.29503093423958965,324,0.00011520242511869609,0.10826057247520968,0.005752689699986782,0.011004063249072263
359,samples/sample_000359.npz,rectangular_body_000359,31,37,19,24,14,21,6,5,7,14,21,34.0,21.5,17.5,0.8424756691068065,210,0.0011654417673747004,0.03686471870972505,0.008453188547936568,0.006134468632923426
360,samples/sample_000360.npz,rectangular_body_000360,8,21,17,22,11,18,13,5,7,11,18,14.5,19.5,14.5,0.23510802135108363,455,0.00034893928531267517,0.03002635684638424,0.0049884368253253495,0.005056772899494031
