sample_index,relative_path,body_name,x_start,x_end,y_start,y_end,z_start,z_end,width_x,width_y,thickness_z,top_depth_index,bottom_depth_index,center_x_index,center_y_index,center_z_index,top_depth_m,bottom_depth_m,center_depth_m,width_x_m,width_y_m,thickness_z_m,center_x_m,center_y_m,density_contrast,nonzero_density_cells,gravity_minimum_mgal,gravity_maximum_mgal,gravity_mean_mgal,gravity_std_mgal
260,samples/sample_000260.npz,rectangular_body_000260,30,41,12,17,8,12,11,5,4,8,11,35.0,14.0,9.5,80.0,120.0,100.0,110.0,50.0,40.0,350.0,140.0,0.5253266359763402,220,0.00037075985171883404,0.057049536313127,0.006631303748863336,0.00784257441274403
261,samples/sample_000261.npz,rectangular_body_000261,7,15,17,30,14,19,8,13,5,14,18,10.5,23.0,16.0,140.0,190.0,165.0,80.0,130.0,50.0,105.0,230.0,0.5767499382975229,520,0.0011048934259913097,0.06069566016405133,0.012263948069809159,0.011188234722280126
262,samples/sample_000262.npz,rectangular_body_000262,17,28,55,62,6,9,11,7,3,6,8,22.0,58.0,7.0,60.0,90.0,75.0,110.0,70.0,30.0,220.0,580.0,0.20567784608756565,231,7.388036542537306e-05,0.03492829066862079,0.002368989567071792,0.0040583004301182925
263,samples/sample_000263.npz,rectangular_body_000263,16,23,11,20,4,7,7,9,3,4,6,19.0,15.0,5.0,40.0,70.0,55.0,70.0,90.0,30.0,190.0,150.0,0.40722257038956694,189,0.00011967848808200763,0.09148329588686979,0.005185493715725298,0.008922825721670167
264,samples/sample_000264.npz,rectangular_body_000264,22,34,23,37,2,7,12,14,5,2,6,27.5,29.5,4.0,20.0,70.0,45.0,120.0,140.0,50.0,275.0,295.0,0.5834445476172143,840,0.0015510705999539512,0.4967277035017542,0.03762220979664867,0.05784833263282895
265,samples/sample_000265.npz,rectangular_body_000265,23,36,14,27,3,6,13,13,3,3,5,29.0,20.0,4.0,30.0,60.0,45.0,130.0,130.0,30.0,290.0,200.0,0.4105888841758047,507,0.0004658218765241274,0.20712016130545768,0.015577937356857504,0.024426301294324115
266,samples/sample_000266.npz,rectangular_body_000266,24,36,51,58,8,13,12,7,5,8,12,29.5,54.0,10.0,80.0,130.0,105.0,120.0,70.0,50.0,295.0,540.0,0.5332940713888342,420,0.0006398421347144495,0.0991817739719697,0.011440563879505062,0.014330887692014845
267,samples/sample_000267.npz,rectangular_body_000267,15,25,13,27,7,15,10,14,8,7,14,19.5,19.5,10.5,70.0,150.0,110.0,100.0,140.0,80.0,195.0,195.0,0.653172022949642,1120,0.0023960354086910987,0.2902912395294872,0.041086968607464094,0.04411266413053601
268,samples/sample_000268.npz,rectangular_body_000268,5,14,15,30,3,6,9,15,3,3,5,9.0,22.0,4.0,30.0,60.0,45.0,90.0,150.0,30.0,90.0,220.0,0.7162747009473132,405,0.0003411535854891632,0.3124690626819999,0.018764532212767,0.03530985919591135
269,samples/sample_000269.npz,rectangular_body_000269,11,20,5,17,8,13,9,12,5,8,12,15.0,10.5,10.0,80.0,130.0,105.0,90.0,120.0,50.0,150.0,105.0,0.42957357572417765,540,0.0004786024914667194,0.09996176691021202,0.011173139924019533,0.015060460456510756
270,samples/sample_000270.npz,rectangular_body_000270,10,19,40,47,14,19,9,7,5,14,18,14.0,43.0,16.0,140.0,190.0,165.0,90.0,70.0,50.0,140.0,430.0,0.7094088346244332,315,0.0008508398351332047,0.047091864190804765,0.009555315672406967,0.008518452430914376
271,samples/sample_000271.npz,rectangular_body_000271,33,42,40,55,16,19,9,15,3,16,18,37.0,47.0,17.0,160.0,190.0,175.0,90.0,150.0,30.0,370.0,470.0,0.7080067931449348,405,0.0014622634632166114,0.05065059660911232,0.012503620791028375,0.009392539756971298
272,samples/sample_000272.npz,rectangular_body_000272,19,28,19,28,7,15,9,9,8,7,14,23.0,23.0,10.5,70.0,150.0,110.0,90.0,90.0,80.0,230.0,230.0,0.3785920907283837,648,0.0010172333216074052,0.1087376801237251,0.014498646234536975,0.014979456632158975
273,samples/sample_000273.npz,rectangular_body_000273,35,48,15,23,3,5,13,8,2,3,4,41.0,18.5,3.5,30.0,50.0,40.0,130.0,80.0,20.0,410.0,185.0,0.6010788186192544,208,0.00018829829387019746,0.16689183799796528,0.009332230280766332,0.01667074839155557
274,samples/sample_000274.npz,rectangular_body_000274,24,33,46,52,12,14,9,6,2,12,13,28.0,48.5,12.5,120.0,140.0,130.0,90.0,60.0,20.0,280.0,485.0,0.8153378546488377,108,0.0003561333774835544,0.027988048255129103,0.004520844594261843,0.004438747815352995
275,samples/sample_000275.npz,rectangular_body_000275,34,41,56,62,9,13,7,6,4,9,12,37.0,58.5,10.5,90.0,130.0,110.0,70.0,60.0,40.0,370.0,585.0,0.29863442722226186,168,0.00011600497107870339,0.022130129259653502,0.0021730595816005813,0.0029760475654793278
276,samples/sample_000276.npz,rectangular_body_000276,31,44,8,21,3,6,13,13,3,3,5,37.0,14.0,4.0,30.0,60.0,45.0,130.0,130.0,30.0,370.0,140.0,0.48743549353489446,507,0.0003931555505259505,0.2458851656103055,0.01750678289957304,0.029333530461218144
277,samples/sample_000277.npz,rectangular_body_000277,44,50,41,55,9,11,6,14,2,9,10,46.5,47.5,9.5,90.0,110.0,100.0,60.0,140.0,20.0,465.0,475.0,0.5832442591058662,168,0.00023719404134653455,0.04416873459998013,0.005328345976200159,0.006582624902913267
278,samples/sample_000278.npz,rectangular_body_000278,53,60,12,26,10,13,7,14,3,10,12,56.0,18.5,11.0,100.0,130.0,115.0,70.0,140.0,30.0,560.0,185.0,0.8294292067444629,294,0.0005341254647910034,0.08846611750860611,0.010704292763271193,0.01388813598302504
279,samples/sample_000279.npz,rectangular_body_000279,16,30,17,31,13,15,14,14,2,13,14,22.5,23.5,13.5,130.0,150.0,140.0,140.0,140.0,20.0,225.0,235.0,0.3474498467529563,392,0.0006927795736786436,0.03335842942590978,0.007108705553083875,0.00573842265052439
280,samples/sample_000280.npz,rectangular_body_000280,28,42,25,34,12,18,14,9,6,12,17,34.5,29.0,14.5,120.0,180.0,150.0,140.0,90.0,60.0,345.0,290.0,0.6826717955148642,756,0.004201706107389752,0.12192775960802174,0.02727741824399932,0.019732973794568932
281,samples/sample_000281.npz,rectangular_body_000281,52,62,21,31,7,10,10,10,3,7,9,56.5,25.5,8.0,70.0,100.0,85.0,100.0,100.0,30.0,565.0,255.0,0.7466618430629406,300,0.00044523271787356864,0.13194918213155332,0.011400133437836975,0.017157527053389857
282,samples/sample_000282.npz,rectangular_body_000282,40,49,2,16,6,10,9,14,4,6,9,44.0,8.5,7.5,60.0,100.0,80.0,90.0,140.0,40.0,440.0,85.0,0.394310436914898,504,0.00034230136703626953,0.1196633467768649,0.010534562780727764,0.016109216122680146
283,samples/sample_000283.npz,rectangular_body_000283,51,55,5,17,11,15,4,12,4,11,14,52.5,10.5,12.5,110.0,150.0,130.0,40.0,120.0,40.0,525.0,105.0,0.8207551791079548,192,0.00034253101044282085,0.049482803361004545,0.006338692435295801,0.00814528377864343
284,samples/sample_000284.npz,rectangular_body_000284,5,9,49,59,13,17,4,10,4,13,16,6.5,53.5,14.5,130.0,170.0,150.0,40.0,100.0,40.0,65.0,535.0,0.5221968754297813,160,0.00017824532152589513,0.020855348527324492,0.0027569446777026664,0.0035135041564859715
285,samples/sample_000285.npz,rectangular_body_000285,18,31,25,30,12,17,13,5,5,12,16,24.0,27.0,14.0,120.0,170.0,145.0,130.0,50.0,50.0,240.0,270.0,0.8400120091096648,325,0.001684236112630629,0.07053452404210472,0.014420240343144205,0.01132757599460547
286,samples/sample_000286.npz,rectangular_body_000286,30,43,8,24,6,11,13,16,5,6,10,36.0,15.5,8.0,60.0,110.0,85.0,130.0,160.0,50.0,360.0,155.0,0.8926958595448438,1040,0.002732208137845492,0.4546032788077203,0.05685250267271319,0.0680005151331656
287,samples/sample_000287.npz,rectangular_body_000287,10,23,27,41,5,7,13,14,2,5,6,16.0,33.5,5.5,50.0,70.0,60.0,130.0,140.0,20.0,160.0,335.0,0.5153106510874732,364,0.000454110883949802,0.1385050321756783,0.01284183242867426,0.018161771270244473
288,samples/sample_000288.npz,rectangular_body_000288,2,10,42,46,10,16,8,4,6,10,15,5.5,43.5,12.5,100.0,160.0,130.0,80.0,40.0,60.0,55.0,435.0,0.9860890784300471,192,0.0004466536273611623,0.06372307348944833,0.007604139187025705,0.0095973496876437
289,samples/sample_000289.npz,rectangular_body_000289,19,34,39,45,11,16,15,6,5,11,15,26.0,41.5,13.0,110.0,160.0,135.0,150.0,60.0,50.0,260.0,415.0,0.7672946439234274,450,0.0017757669546873312,0.09739116054531288,0.01855959382088751,0.015748199134166006
290,samples/sample_000290.npz,rectangular_body_000290,14,21,8,17,3,11,7,9,8,3,10,17.0,12.0,6.5,30.0,110.0,70.0,70.0,90.0,80.0,170.0,120.0,0.9668653457100038,504,0.0007867812901808576,0.47791329181430736,0.02922430466120542,0.04912744432037673
291,samples/sample_000291.npz,rectangular_body_000291,5,13,37,43,6,14,8,6,8,6,13,8.5,39.5,9.5,60.0,140.0,100.0,80.0,60.0,80.0,85.0,395.0,0.418174515724672,384,0.0003711843552527245,0.08919760727737233,0.008177323280935562,0.01137412623651508
292,samples/sample_000292.npz,rectangular_body_000292,48,57,23,31,15,22,9,8,7,15,21,52.0,26.5,18.0,150.0,220.0,185.0,90.0,80.0,70.0,520.0,265.0,0.65010567883577,504,0.0014549945911741637,0.05645762646861948,0.012841054350530283,0.010506333511546586
293,samples/sample_000293.npz,rectangular_body_000293,26,39,35,44,14,22,13,9,8,14,21,32.0,39.0,17.5,140.0,220.0,180.0,130.0,90.0,80.0,320.0,390.0,0.7280742591172003,936,0.005538619411055231,0.12044430424779021,0.03190834886743847,0.020534994395156075
294,samples/sample_000294.npz,rectangular_body_000294,14,22,3,19,16,22,8,16,6,16,21,17.5,10.5,18.5,160.0,220.0,190.0,80.0,160.0,60.0,175.0,105.0,0.5780618309466061,768,0.0015819526203894548,0.06860161874260501,0.01573576589115129,0.013641979499691361
295,samples/sample_000295.npz,rectangular_body_000295,24,35,7,20,13,20,11,13,7,13,19,29.0,13.0,16.0,130.0,200.0,165.0,110.0,130.0,70.0,290.0,130.0,0.4015858600666298,1001,0.001898793606769334,0.08094550180099178,0.017599693382143806,0.014670421801176501
296,samples/sample_000296.npz,rectangular_body_000296,38,45,9,19,10,18,7,10,8,10,17,41.0,13.5,13.5,100.0,180.0,140.0,70.0,100.0,80.0,410.0,135.0,0.7744369785084133,560,0.0015113114129935061,0.1261503619896368,0.020616117622689382,0.020640138785436395
297,samples/sample_000297.npz,rectangular_body_000297,25,41,48,59,12,20,16,11,8,12,19,32.5,53.0,15.5,120.0,200.0,160.0,160.0,110.0,80.0,325.0,530.0,0.9541568060163397,1408,0.005721650392040452,0.27843481159239825,0.05662480344317318,0.050920223726099716
298,samples/sample_000298.npz,rectangular_body_000298,27,40,15,19,8,14,13,4,6,8,13,33.0,16.5,10.5,80.0,140.0,110.0,130.0,40.0,60.0,330.0,165.0,0.6681809483288637,312,0.0008444995775091495,0.0876327173700975,0.011919538684887314,0.012639323665161734
299,samples/sample_000299.npz,rectangular_body_000299,38,53,8,17,10,15,15,9,5,10,14,45.0,12.0,12.0,100.0,150.0,125.0,150.0,90.0,50.0,450.0,120.0,0.37603494605370236,675,0.0006911943928338248,0.07914013093519084,0.011966600876928489,0.01338236875187768
300,samples/sample_000300.npz,rectangular_body_000300,44,59,32,41,8,15,15,9,7,8,14,51.0,36.0,11.0,80.0,150.0,115.0,150.0,90.0,70.0,510.0,360.0,0.25154805775661143,945,0.0007777594371287389,0.08650621738805131,0.012292875898260818,0.013578386354602377
301,samples/sample_000301.npz,rectangular_body_000301,41,56,23,29,4,12,15,6,8,4,11,48.0,25.5,7.5,40.0,120.0,80.0,150.0,60.0,80.0,480.0,255.0,0.5745756904286867,720,0.001074415764990752,0.27731700090323225,0.025775936018981677,0.03471880925339673
302,samples/sample_000302.npz,rectangular_body_000302,20,30,3,8,8,12,10,5,4,8,11,24.5,5.0,9.5,80.0,120.0,100.0,100.0,50.0,40.0,245.0,50.0,0.7871825875801053,200,0.00033047224643357066,0.0789810458473705,0.007182481296695678,0.010373966450438556
303,samples/sample_000303.npz,rectangular_body_000303,29,33,13,28,3,9,4,15,6,3,8,30.5,20.0,5.5,30.0,90.0,60.0,40.0,150.0,60.0,305.0,200.0,0.3129223223334009,360,0.00033289529162713487,0.10994260286798775,0.007996273144488362,0.011772874863932784
304,samples/sample_000304.npz,rectangular_body_000304,7,18,35,42,14,16,11,7,2,14,15,12.0,38.0,14.5,140.0,160.0,150.0,110.0,70.0,20.0,120.0,380.0,0.49187479679751434,154,0.0002888360133579211,0.01830747548445606,0.0034085724666513863,0.0031919066628197617
305,samples/sample_000305.npz,rectangular_body_000305,3,14,14,26,12,19,11,12,7,12,18,8.0,19.5,15.0,120.0,190.0,155.0,110.0,120.0,70.0,80.0,195.0,0.3224782812991032,924,0.0008817943668236268,0.06747196368339076,0.011627496576573706,0.012090064112337207
306,samples/sample_000306.npz,rectangular_body_000306,52,57,46,53,13,20,5,7,7,13,19,54.0,49.0,16.0,130.0,200.0,165.0,50.0,70.0,70.0,540.0,490.0,0.3901124657729734,245,0.00026434312697688593,0.0209924759322185,0.0034771886986007727,0.0037494558351671165
307,samples/sample_000307.npz,rectangular_body_000307,16,26,10,19,9,17,10,9,8,9,16,20.5,14.0,12.5,90.0,170.0,130.0,100.0,90.0,80.0,205.0,140.0,0.43687966710116016,720,0.0010072017067840671,0.1024605598879207,0.015504280836570333,0.01635450632763308
308,samples/sample_000308.npz,rectangular_body_000308,49,61,13,24,3,7,12,11,4,3,6,54.5,18.0,4.5,30.0,70.0,50.0,120.0,110.0,40.0,545.0,180.0,0.799933393504016,528,0.0004778885200650612,0.4367619450915994,0.025677419311921287,0.049150838274620676
309,samples/sample_000309.npz,rectangular_body_000309,47,51,3,13,12,16,4,10,4,12,15,48.5,7.5,13.5,120.0,160.0,140.0,40.0,100.0,40.0,485.0,75.0,0.5309146974500472,160,0.00020035960964938577,0.023986847470975726,0.003281205005304196,0.003990720001869544
310,samples/sample_000310.npz,rectangular_body_000310,17,22,19,31,10,17,5,12,7,10,16,19.0,24.5,13.0,100.0,170.0,135.0,50.0,120.0,70.0,190.0,245.0,0.7159255896360319,420,0.0013331543221674126,0.09108789341918694,0.015813201512227055,0.014383318196644004
311,samples/sample_000311.npz,rectangular_body_000311,14,24,6,20,16,24,10,14,8,16,23,18.5,12.5,19.5,160.0,240.0,200.0,100.0,140.0,80.0,185.0,125.0,0.8180567472456166,1120,0.0036835524880231355,0.13178482037325173,0.0329766843344406,0.026326501546285293
312,samples/sample_000312.npz,rectangular_body_000312,5,20,28,38,9,16,15,10,7,9,15,12.0,32.5,12.0,90.0,160.0,125.0,150.0,100.0,70.0,120.0,325.0,0.5422781904292155,1050,0.0021861488979060748,0.1790850143487413,0.028463371602827567,0.029369987933328522
313,samples/sample_000313.npz,rectangular_body_000313,16,31,20,27,14,21,15,7,7,14,20,23.0,23.0,17.0,140.0,210.0,175.0,150.0,70.0,70.0,230.0,230.0,0.41705467484153724,735,0.0018081010604592469,0.05606512839245116,0.014139838756387321,0.009899696669983332
314,samples/sample_000314.npz,rectangular_body_000314,23,37,30,46,5,7,14,16,2,5,6,29.5,37.5,5.5,50.0,70.0,60.0,140.0,160.0,20.0,295.0,375.0,0.8053544895882767,448,0.0013306317279484885,0.24140946328156693,0.026091806043063916,0.03316209118106798
315,samples/sample_000315.npz,rectangular_body_000315,26,39,5,11,2,5,13,6,3,2,4,32.0,7.5,3.0,20.0,50.0,35.0,130.0,60.0,30.0,320.0,75.0,0.5076134627199622,234,0.0001350540824300889,0.1965314246808339,0.00794662991868443,0.017550123737614626
316,samples/sample_000316.npz,rectangular_body_000316,49,54,34,38,3,7,5,4,4,3,6,51.0,35.5,4.5,30.0,70.0,50.0,50.0,40.0,40.0,510.0,355.0,0.2884622005312868,80,3.798488902263898e-05,0.040475072810818746,0.001581532908097447,0.003042005330805582
317,samples/sample_000317.npz,rectangular_body_000317,2,10,23,34,6,12,8,11,6,6,11,5.5,28.0,8.5,60.0,120.0,90.0,80.0,110.0,60.0,55.0,280.0,0.6953848158497049,528,0.0007791191453041723,0.2116881074785858,0.017901713237333083,0.026877701062150785
318,samples/sample_000318.npz,rectangular_body_000318,22,28,5,17,8,11,6,12,3,8,10,24.5,10.5,9.0,80.0,110.0,95.0,60.0,120.0,30.0,245.0,105.0,0.9985715127112051,216,0.0005314939371558725,0.11028541041851883,0.011666783709287634,0.01529723970995299
319,samples/sample_000319.npz,rectangular_body_000319,53,57,40,46,14,21,4,6,7,14,20,54.5,42.5,17.0,140.0,210.0,175.0,40.0,60.0,70.0,545.0,425.0,0.514789448191705,168,0.00029088313785021597,0.017089486700295375,0.003230371648077951,0.0030913019357062927
320,samples/sample_000320.npz,rectangular_body_000320,14,19,13,23,7,15,5,10,8,7,14,16.0,17.5,10.5,70.0,150.0,110.0,50.0,100.0,80.0,160.0,175.0,0.6526229382287294,400,0.0007100367291642347,0.11963460019737798,0.014003326793094385,0.016751516919033423
321,samples/sample_000321.npz,rectangular_body_000321,31,43,43,54,10,18,12,11,8,10,17,36.5,48.0,13.5,100.0,180.0,140.0,120.0,110.0,80.0,365.0,480.0,0.9891184220909932,1056,0.004379822227417844,0.28506890482277164,0.05169674013045142,0.047703064435902984
322,samples/sample_000322.npz,rectangular_body_000322,32,44,6,21,3,11,12,15,8,3,10,37.5,13.0,6.5,30.0,110.0,70.0,120.0,150.0,80.0,375.0,130.0,0.6192611690448377,1440,0.0019267932445535796,0.6049061976049206,0.056117499213684585,0.08069829124820184
323,samples/sample_000323.npz,rectangular_body_000323,34,40,23,36,15,19,6,13,4,15,18,36.5,29.0,16.5,150.0,190.0,170.0,60.0,130.0,40.0,365.0,290.0,0.8707647868773136,312,0.0022054760841903045,0.05240528081418504,0.013291047808707563,0.00876396309053377
324,samples/sample_000324.npz,rectangular_body_000324,11,27,10,25,13,20,16,15,7,13,19,18.5,17.0,16.0,130.0,200.0,165.0,160.0,150.0,70.0,185.0,170.0,0.506345175809118,1680,0.003449092002541564,0.15971181128953138,0.03691715257515815,0.030613283947942767
325,samples/sample_000325.npz,rectangular_body_000325,24,33,51,55,14,19,9,4,5,14,18,28.0,52.5,16.0,140.0,190.0,165.0,90.0,40.0,50.0,280.0,525.0,0.31407478056583804,180,0.00023507773951723408,0.012059973534933155,0.0023722901813564568,0.0021345004201815013
326,samples/sample_000326.npz,rectangular_body_000326,45,58,27,31,16,18,13,4,2,16,17,51.0,28.5,16.5,160.0,180.0,170.0,130.0,40.0,20.0,510.0,285.0,0.9485290495058767,104,0.0004535767353735425,0.019017999556881715,0.004159544222911699,0.003473170579989493
327,samples/sample_000327.npz,rectangular_body_000327,35,49,48,58,10,14,14,10,4,10,13,41.5,52.5,11.5,100.0,140.0,120.0,140.0,100.0,40.0,415.0,525.0,0.49715056276693464,560,0.0007685428754872843,0.09188033108728094,0.013376606057109013,0.015178657398384442
328,samples/sample_000328.npz,rectangular_body_000328,6,20,48,54,4,12,14,6,8,4,11,12.5,50.5,7.5,40.0,120.0,80.0,140.0,60.0,80.0,125.0,505.0,0.36427672139458817,672,0.000395415853236497,0.16901286403772453,0.013296516376267577,0.02121172857808856
329,samples/sample_000329.npz,rectangular_body_000329,18,22,54,59,12,16,4,5,4,12,15,19.5,56.0,13.5,120.0,160.0,140.0,40.0,50.0,40.0,195.0,560.0,0.7547140503259662,80,0.0001587200527033506,0.017772251704530402,0.002444978436808792,0.00285123051048033
330,samples/sample_000330.npz,rectangular_body_000330,27,39,3,13,14,21,12,10,7,14,20,32.5,7.5,17.0,140.0,210.0,175.0,120.0,100.0,70.0,325.0,75.0,0.305371344946018,840,0.0010602010088174932,0.04725635291207371,0.009680629720524728,0.008666596112032464
331,samples/sample_000331.npz,rectangular_body_000331,15,25,53,59,8,12,10,6,4,8,11,19.5,55.5,9.5,80.0,120.0,100.0,100.0,60.0,40.0,195.0,555.0,0.46847570818187007,240,0.0002275584414219868,0.05565260576847203,0.0054101565634064736,0.007672835417052534
332,samples/sample_000332.npz,rectangular_body_000332,10,14,13,21,7,11,4,8,4,7,10,11.5,16.5,8.5,70.0,110.0,90.0,40.0,80.0,40.0,115.0,165.0,0.42347174857659864,128,0.0001050935725719589,0.033826224942287264,0.0029247145831984094,0.004265884745055961
333,samples/sample_000333.npz,rectangular_body_000333,5,10,29,34,14,18,5,5,4,14,17,7.0,31.0,15.5,140.0,180.0,160.0,50.0,50.0,40.0,70.0,310.0,0.338816687776381,100,0.00012955061573155939,0.007756925464589225,0.001337168403662302,0.0013190994500128503
334,samples/sample_000334.npz,rectangular_body_000334,3,15,9,20,10,16,12,11,6,10,15,8.5,14.0,12.5,100.0,160.0,130.0,120.0,110.0,60.0,85.0,140.0,0.3734141190778164,792,0.0006690231251539569,0.08915219716789217,0.01204495761847671,0.014978359641781454
335,samples/sample_000335.npz,rectangular_body_000335,34,42,31,40,16,20,8,9,4,16,19,37.5,35.0,17.5,160.0,200.0,180.0,80.0,90.0,40.0,375.0,350.0,0.8195652619424556,288,0.001837740170839547,0.04191727043064702,0.01108766504687577,0.007101399125095355
336,samples/sample_000336.npz,rectangular_body_000336,3,12,6,16,9,15,9,10,6,9,14,7.0,10.5,11.5,90.0,150.0,120.0,90.0,100.0,60.0,70.0,105.0,0.5634030299431099,540,0.0005608069038866308,0.11036816188071284,0.011697799953822901,0.01687001788515828
337,samples/sample_000337.npz,rectangular_body_000337,37,44,37,46,6,14,7,9,8,6,13,40.0,41.0,9.5,60.0,140.0,100.0,70.0,90.0,80.0,400.0,410.0,0.8257844806528294,504,0.0015391501995071746,0.2248488310203813,0.025428609038260448,0.028637950547058765
338,samples/sample_000338.npz,rectangular_body_000338,15,21,30,39,11,15,6,9,4,11,14,17.5,34.0,12.5,110.0,150.0,130.0,60.0,90.0,40.0,175.0,340.0,0.7774267610516181,216,0.0007856977864749198,0.05407573841068401,0.008979077112286243,0.008381073552366185
339,samples/sample_000339.npz,rectangular_body_000339,17,21,40,48,8,11,4,8,3,8,10,18.5,43.5,9.0,80.0,110.0,95.0,40.0,80.0,30.0,185.0,435.0,0.40092542490795086,96,0.00010753450879741673,0.021631448103712245,0.002284788229463208,0.002801434502766496
340,samples/sample_000340.npz,rectangular_body_000340,39,55,52,62,12,15,16,10,3,12,14,46.5,56.5,13.0,120.0,150.0,135.0,160.0,100.0,30.0,465.0,565.0,0.5620909171750054,480,0.0006343505589441112,0.0714815064374398,0.010480034839209408,0.012485705437802315
341,samples/sample_000341.npz,rectangular_body_000341,32,48,37,44,6,10,16,7,4,6,9,39.5,40.0,7.5,60.0,100.0,80.0,160.0,70.0,40.0,395.0,400.0,0.664745408092194,448,0.0009832960007202895,0.17649737947750588,0.0196212711070647,0.023462464792718424
342,samples/sample_000342.npz,rectangular_body_000342,19,34,22,30,9,12,15,8,3,9,11,26.0,25.5,10.0,90.0,120.0,105.0,150.0,80.0,30.0,260.0,255.0,0.40850054079312326,360,0.0007311189467509463,0.05948545493948563,0.009004644056628312,0.00874926694855252
343,samples/sample_000343.npz,rectangular_body_000343,51,60,39,53,7,15,9,14,8,7,14,55.0,45.5,10.5,70.0,150.0,110.0,90.0,140.0,80.0,550.0,455.0,0.7460535669979571,1008,0.0015933066244426049,0.30370448703167685,0.03448412291468278,0.0461860372404092
344,samples/sample_000344.npz,rectangular_body_000344,26,30,13,26,5,8,4,13,3,5,7,27.5,19.0,6.0,50.0,80.0,65.0,40.0,130.0,30.0,275.0,190.0,0.9068952040577587,156,0.00038628601466469297,0.12512939764067693,0.009763774017337145,0.013887815002083782
345,samples/sample_000345.npz,rectangular_body_000345,8,22,9,13,15,21,14,4,6,15,20,14.5,10.5,17.5,150.0,210.0,180.0,140.0,40.0,60.0,145.0,105.0,0.5097485768641463,336,0.0005384659048626189,0.03012512913743086,0.006088132264972422,0.005835601861040591
346,samples/sample_000346.npz,rectangular_body_000346,37,43,13,22,11,14,6,9,3,11,13,39.5,17.0,12.0,110.0,140.0,125.0,60.0,90.0,30.0,395.0,170.0,0.3052611858997152,162,0.0001867139251865525,0.01691843101644742,0.0026300132568407696,0.002615907347638959
347,samples/sample_000347.npz,rectangular_body_000347,23,31,20,32,12,19,8,12,7,12,18,26.5,25.5,15.0,120.0,190.0,155.0,80.0,120.0,70.0,265.0,255.0,0.9165663628258727,672,0.004128077801183998,0.14285635663363178,0.031564191118377244,0.02332271875629246
348,samples/sample_000348.npz,rectangular_body_000348,41,51,29,37,5,8,10,8,3,5,7,45.5,32.5,6.0,50.0,80.0,65.0,100.0,80.0,30.0,455.0,325.0,0.22432557542268167,240,0.00015143067153217194,0.04807029546367935,0.003689362921056671,0.0053233425151311894
349,samples/sample_000349.npz,rectangular_body_000349,49,60,18,29,2,4,11,11,2,2,3,54.0,23.0,2.5,20.0,40.0,30.0,110.0,110.0,20.0,540.0,230.0,0.5722132920249465,242,0.00012227643774129985,0.2193883805473412,0.009630192915533119,0.021258527694220763
350,samples/sample_000350.npz,rectangular_body_000350,7,11,40,49,9,11,4,9,2,9,10,8.5,44.0,9.5,90.0,110.0,100.0,40.0,90.0,20.0,85.0,440.0,0.5426040553001996,72,8.060473103155325e-05,0.019702632149689685,0.001926827017964925,0.0026993915114176276
351,samples/sample_000351.npz,rectangular_body_000351,36,52,34,39,2,8,16,5,6,2,7,43.5,36.0,4.5,20.0,80.0,50.0,160.0,50.0,60.0,435.0,360.0,0.5538418402703627,480,0.0005904134385015434,0.3044036925410257,0.019436147449955102,0.0312812925178671
352,samples/sample_000352.npz,rectangular_body_000352,31,40,22,33,7,15,9,11,8,7,14,35.0,27.0,10.5,70.0,150.0,110.0,90.0,110.0,80.0,350.0,270.0,0.6082255932719172,792,0.002816215518467385,0.20636927900094623,0.029391228982041186,0.028469699188332902
353,samples/sample_000353.npz,rectangular_body_000353,5,9,51,58,7,9,4,7,2,7,8,6.5,54.0,7.5,70.0,90.0,80.0,40.0,70.0,20.0,65.0,540.0,0.4920386840399596,56,3.4025172614833025e-05,0.020787087726666598,0.001215863630386868,0.002343259463430828
354,samples/sample_000354.npz,rectangular_body_000354,25,38,10,21,6,14,13,11,8,6,13,31.0,15.0,9.5,60.0,140.0,100.0,130.0,110.0,80.0,310.0,150.0,0.3816796227602353,1144,0.0015922767955331121,0.2017216567354489,0.02541939236460838,0.02902719551611311
355,samples/sample_000355.npz,rectangular_body_000355,19,32,28,42,3,5,13,14,2,3,4,25.0,34.5,3.5,30.0,50.0,40.0,130.0,140.0,20.0,250.0,345.0,0.591368352740427,364,0.0005368142865876515,0.22197055877912997,0.016699502303881092,0.026359903075306664
356,samples/sample_000356.npz,rectangular_body_000356,27,39,38,49,5,7,12,11,2,5,6,32.5,43.0,5.5,50.0,70.0,60.0,120.0,110.0,20.0,325.0,430.0,0.47158621273453494,264,0.0003676421470556381,0.10459475515256164,0.008833798222946738,0.01242925855262584
357,samples/sample_000357.npz,rectangular_body_000357,43,57,8,14,2,8,14,6,6,2,7,49.5,10.5,4.5,20.0,80.0,50.0,140.0,60.0,60.0,495.0,105.0,0.6556696365438632,504,0.0003501764658695313,0.39562304250582525,0.020347163947847323,0.04053044966867322
358,samples/sample_000358.npz,rectangular_body_000358,5,14,42,51,4,8,9,9,4,4,7,9.0,46.0,5.5,40.0,80.0,60.0,90.0,90.0,40.0,90.0,460.0,0.29503093423958965,324,0.00012381490366240348,0.09715293631886665,0.005613448675749636,0.010313487966146727
